V1,Source,lpq1_1,lpq2_1,lpq3_1,lpq4_1,lpq5_1,lpq6_1,lpq7_1,lpq8_1,lpq9_1,lpq10_1,lpq11_1,lpq12_1,lpq13_1,lpq14_1,lpq15_1,lpq16_1,lpq17_1,lpq18_1,lpq19_1,lpq20_1,YEAR
R_2UfkS5EWM1TvIl4,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2Ugd3E5zx3etgPH,not random,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2015
R_2UgVKq5bZENgqha,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2uHsYqrYvxg7Mop,not random,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2015
R_2uIi4Yx4c1qZm64,not random,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2015
R_2uJp9e8AjbpS1Oo,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_2uJrCZ6crIo020V,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2upHQeytkOKSDqo,not random,2,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_2uPqof7RsRBcjj4,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_2uqsBjFEtLarVtk,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_2UVglK8mmVWxPjD,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2uVSV67RU86iquh,random,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,2015
R_2uwZ4dBBChlH9Ve,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2V1EDTya1ya0QVu,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2VBzEspcXmk3gEC,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,2015
R_2VdvW4cQasCif3S,random,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2015
R_2VeF4XJKeyfc1kz,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2vi8dWH94gpDA84,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2VKHVy0DHFgHxMS,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2VmVAf7BTWoLniA,not random,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2015
R_2Vq1dB51UYcEo5B,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2VQ5IC7udErjS1Q,not random,2,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_2VqDQRqOdtM8rQB,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2VrRkzYMl5LV9B6,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2VvYJKSrxLlxJ9s,not random,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,1,1,2,2015
R_2VwEVoOcCJ3GIsM,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_2VxaO3VoThkEzDo,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2VxUmCX2aJbQEjS,not random,2,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2015
R_2vYaulFOFFWiORT,not random,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_2VyHY9jhHrTisbH,not random,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2015
R_2WAtyM8ffdfa0oK,not random,1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_2wbh65PgmDDcimZ,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2016
R_2wbndAiLWez5Jc0,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2wcnTiddXakQa7j,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2wGrFVsIv8RTDc4,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2whLYcuTYEzj8yO,not random,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2015
R_2WI3mVQvilse3It,random,2,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2015
R_2wiAQsUwyzdzrP8,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2wiVNnHPSG3seru,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2wjbF4U8tEwzPiR,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2WJCku2Bv5uUbFD,random,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2016
R_2wL8uffJXEMIAK1,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2wM2vJi2wGwdrMx,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2WPbd3TlsQoy5Bn,not random,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2015
R_2WPiMMEqGotBEue,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2wpq2OLvAoYo0yf,not random,2,1,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_2wRYO9WYdksok29,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2WSSTvKOFg3YNdr,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2WUAFlC2Rx0WxJG,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2wvpDL13OoY5Qcw,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_2wvu7tiDqKlf94I,random,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2015
R_2WvxjBGS9GKUmww,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2wzTLEjZJ82e22S,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2X4pElQr38U2DFu,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2X5tED9sULIqom3,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2XaCnc5kh0AhnCq,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2XaFJB1awpLsBjt,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2XciUT3IkiB5tag,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2xG15baPtqHGkhG,random,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,2,2015
R_2XgRfp2zmixVorU,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_2Xh5XWzxextJXnC,not random,1,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_2xKqIcQ8HBClruq,random,2,2,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2015
R_2XnxchUzGa84JjU,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2xPJyN4Qhqj0gM5,not random,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,2015
R_2xQxPl4frbo5zgQ,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2xRE2wed9qBpJaH,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2xYnk75ES0nhX0c,random,1,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2016
R_2y4zaFYXU5tbPTQ,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2Y5opoe8nUi8Fzl,not random,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2015
R_2Y5rIIlKY1S1GHu,not random,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2015
R_2y75cQzi9H6taMa,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2YEVslk3zef8fpE,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_2YgKBmYHqOITTSU,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2yjcBMH1ReoUkJU,not random,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2015
R_2yji9WWzjgpSMr6,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2YnCTVHEHW6ggVM,not random,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2016
R_2Ynui9jsS8XrSUM,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2YQvnT1BDw0NemE,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2YrbxF7iHWGlOTo,not random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2015
R_2YrEJyAQRoSN53j,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2YtA5pQ2fzVEJS9,not random,1,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_2YVpcm3yWWH1XO4,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2YXppvqhJP1w0Lm,random,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,2016
R_2YzaOF7CvHxdZeR,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2YzEhQq8EWD5pBr,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2z7QEJm1QKwIgbi,random,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2016
R_2ZBLji3nkcD518n,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_2ZBwGRGjHpYqjrT,random,2,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,2015
R_2zcjTB8bSaZSQ72,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2ZE0ml7a2CZg6am,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2zFJ0fKfxo4dikj,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2zHEsyTl9NNjAAW,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2zJdrHrikOnv2Jl,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2zMVknBQ6PKIR9F,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2zomBqokwADIMdE,random,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2016
R_2zoQ3AgdnjnFFW7,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2ZOVY1cUXjiOFZ2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2zPkDdBVHcNgFmA,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2zqiDWNhFlkVAIN,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2zqkyEaBfD3asLk,not random,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2015
R_2zSbPP9ElWMZRPG,not random,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,NA,1,2,1,2015
R_2zuu4Tds7YSTw8k,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2zvB9zG81Wl7iKO,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2ZVVwJlKlWp0DOg,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_2zvxv0YU1hIeHS2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_307cDBkvu138Aqa,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_30908RT9dVHmUHY,random,2,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2015
R_30c2L2yuofoUGlx,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_30cnHupt3j2gIHF,not random,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2015
R_30k4UheteYUf1EA,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_31a6tq2QsHMsweH,random,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2016
R_31AAJg5h3KPpiei,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_31AwvdQq0EZU1RQ,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_31BpioMrjU3Z0PU,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_31Hm5lj5tZ1ytSr,not random,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2015
R_31mHeffYw1NTiUa,random,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,2016
R_31SJt7vHRJOUWX0,not random,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,2015
R_31SnjQx5mLoomwS,not random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_31u546g1c9QahdW,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_31vDLqAySNwEVs7,not random,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_31ykK3y4il9itW0,not random,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2015
R_324LM5k63hKnUwJ,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_324OxSWNuaJb8pe,not random,1,2,1,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2015
R_32IL9opLY8QYNl5,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_32R986SectgT57v,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_32VlRPvgyVybk80,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_32Voyl0P1m9OCX2,not random,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2015
R_330TRmEUtteIder,random,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_331hTibxmoDvfy0,random,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2016
R_332o3QyEZHqTA2A,not random,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2015
R_3338afZQjWgmtyh,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2016
R_334ihv10t3MvyvH,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_338qGtTMkauMqg0,random,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2016
R_339BvC08oksIEv3,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_33atzMQI6EKadQF,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2016
R_33B8AgvA61G2N66,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_33Bb7Gwxeup9P0s,not random,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_33BfpWR61dt3fj8,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_33dPGKtzJgHKYAa,random,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2015
R_33gaJhSCznAb0Zs,not random,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2015
R_33gnChm1DepFqeq,not random,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2015
R_33gz8bzsqx3nCqE,not random,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2016
R_33lsF1eXZeJcS1I,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_33mf37vHPUMeZQ4,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_33ppV7ZJJDp9zl9,not random,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2015
R_37CKxsYOmZMw2X3,not random,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2015
R_37SBXRVx9LRQpOR,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_37vbH8RHBin8bL7,random,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,2015
R_38CdqiTJLbsUDUV,random,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2015
R_38fVEX1YMDmClQ9,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_38GKBiSqBfxH78x,random,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,1,2015
R_39jMlje0ypEOZgJ,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3aa88xQj3yRQwW9,not random,2,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2015
R_3aztkqx2oGRNIsR,not random,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2015
R_3aZvZvbqSFgVBgV,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3C3pgWDTlADma8t,random,2,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2015
R_3CMNArKZnIP7sO1,random,2,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2015
R_3CO9OD37mccPbFO,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3CPnVjTasj25XKM,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3CQvWLpaVhcrMiz,random,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_3CSlqCNzPS2l4d7,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_3CT3bKT54hiL7OM,not random,1,1,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2015
R_3CURLNkmiIJBW8K,random,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2016
R_3CvqxDSgLJQZA8Z,random,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_3CWPZCvngfZFLCJ,random,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_3DAaCB5vto9jcdT,not random,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,1,1,1,2015
R_3dDDJQrz2chbe3n,random,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2015
R_3dExk1HK2ELtPUg,random,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2015
R_3DfpSIUsi78Fo45,random,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2015
R_3dGv1Ar3ZdEumGI,random,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2015
R_3DiP8BsJbybODyt,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3DisY2eHvft8gJE,random,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2015
R_3DjffU3NTrB6hTw,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3DjSY8UTcDGje0g,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3Djx8JLx0iNlgJX,random,2,2,1,1,2,2,2,1,2,1,NA,2,1,2,1,2,1,2,1,1,2016
R_3dMtBHybZ5RvUX8,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3Dnc0L2b3k828TN,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3Dnnxs0RbZDU7cF,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3DoKlGvpfXYtdqv,random,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_3DorKUmGbKp4XRB,not random,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_3dP6fjpm2a9eBSZ,not random,1,1,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2015
R_3Dq3DYIVtltVNDT,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3dRbEMQAUAN40wl,random,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2015
R_3DtjdjLQpAwf7SW,not random,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3DtNW4tHdKYRpyr,not random,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2015
R_3DUBYEMlx4ijNjf,random,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,2,1,1,2015
R_3dvirrDutHnWM4p,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3dW9qCrgwTxg0Dx,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3dWkGbj4GV0dc8J,not random,1,2,1,1,2,2,1,2,2,1,2,NA,1,2,2,1,1,1,1,1,2015
R_3e2HZgi6OmZbdTy,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3e47V2zlCBWQgvF,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3E5dtZ8p93bY43X,random,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3e8BW8qAAuYhqh3,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
