,V1,Source,Gender,Age,Ethnicity,YearinSchool,YEAR
1286,R_3PKarXfPeLaH7rD,1,9,19,White,1,2015
1287,R_3PKUSMxaOqkFZIR,1,10,19,White,1,2016
1288,R_3pmY8DLFUkFg8kl,1,10,19,White,1,2015
1289,R_3PnPNw3O6wKphRp,1,9,20,White,2,2015
1290,R_3PofSzdpezmRcrb,0,9,18,White,1,2015
1291,R_3PoucqfjQvIBVKs,1,10,20,White,3,2016
1292,R_3PpAONgZIkwecrX,1,10,,White,1,2016
1293,R_3Pq7tBOoHskR2we,1,9,20,White,2,2016
1294,R_3PRLw6LHDB5PqXQ,0,10,18,White,1,2015
1295,R_3pUCo77AyoIIPf3,1,10,19,Multiple,1,2016
1296,R_3Pv2l3D82hyfZxr,0,10,18,White,1,2015
1297,R_3PvI6lnHaYRAxjH,0,9,19,White,1,2016
1298,R_3PYqzwoWoWB3Sgv,1,9,19,White,1,2016
1299,R_3Pz651lELFzQRaW,0,9,18,Black,1,2015
1300,R_3Pz6Hvv112BRMxj,0,9,20,White,3,2016
1301,R_3Q1zn5X5D9YC0Lz,0,9,19,White,2,2015
1302,R_3Q2RcImWvy5tqRv,0,9,21,White,2,2015
1303,R_3Q3eynLNU96FnLf,0,10,20,White,2,2015
1304,R_3Q5LGZLjS1JKyah,0,9,18,White,1,2015
1305,R_3q8MgBn9SXSQVSV,1,10,18,White,1,2015
1306,R_3Qam0T6yXZK7p8p,1,9,19,White,1,2015
1307,R_3QciUVeqq6SS3bv,0,10,18,White,1,2015
1308,R_3qdtJ91YWl23qni,1,10,19,White,2,2015
1309,R_3qfD8PyA4ebEBRV,1,10,18,White,1,2016
1310,R_3QGdKvBedYzEOWK,1,9,,,1,2015
1311,R_3qI2DA4A9yYjFJS,1,9,19,White,1,2016
1312,R_3qIrZ0K3xBZze8C,0,9,19,White,1,2015
1313,R_3qjOOEZi7MEtYVJ,0,9,,White,1,2015
1314,R_3QKHYOeuDw69WnX,1,9,19,White,1,2016
1315,R_3qleR1S7P1prXal,0,9,19,Black,2,2015
1316,R_3Qm3B4Lz7E9iOhf,0,10,21,Black,2,2015
1317,R_3qOS1CykcDcIXJH,0,9,18,White,1,2016
1318,R_3qPylEXWXrbTRjX,1,10,19,White,1,2016
1319,R_3qqHjznYOAZQjZK,1,9,18,White,1,2015
1320,R_3QQw4H9JIg9kc5P,1,9,21,White,3,2016
1321,R_3qsAfmI4HklQmPk,0,10,19,Asian,2,2016
1322,R_3qsPmG76IQMfSE5,1,10,19,White,1,2016
1323,R_3QWDAdQeFjVPwsx,0,9,18,White,1,2015
1324,R_3QWTfL0zfhHciOE,0,10,23,White,4,2015
1325,R_3QXaP8hwEOjflc2,1,9,19,White,2,2016
1326,R_3qXbGPlxgOenTGB,0,9,19,White,2,2015
1327,R_3qXcTX3NUOKQhCt,0,,,White,1,2015
1328,R_3qy9Sb8uz4YNZSu,1,10,19,Asian,1,2016
1329,R_3qyvEa8sFK2hbGp,0,10,19,White,1,2015
1330,R_3r3cL93hXliHiRE,0,9,18,Black,1,2015
1331,R_3R7K2KzM0Ui3POl,0,10,19,White,2,2015
1332,R_3R8EJ1KQQf2oTo9,1,9,22,White,4,2015
1333,R_3R8Qh3ETXHKw4ip,1,10,19,Black,1,2015
1334,R_3R8zh106Xgu8xAz,1,9,19,White,1,2016
1335,R_3Ra661cBn7gj69R,1,9,26,Asian,3,2016
1336,R_3Rac3xgjuKTELm1,1,10,19,White,1,2015
1337,R_3RapRPWX4S2VlAi,0,10,18,White,1,2015
1338,R_3RasspJv0sN9aEP,1,10,22,Black,4,2015
1339,R_3RaU2XJZhd6x1ct,1,9,18,White,1,2015
1340,R_3rB6ppb6UpJhFLj,0,10,19,White,1,2015
1341,R_3rC6OGZSSOxDbJr,1,10,18,White,1,2015
1342,R_3RfBtWuCj3NbFLD,1,10,19,White,1,2015
1343,R_3rfdj1qjwZsVGAd,1,10,35,White,4,2015
1344,R_3RfmBud2zuJWz05,1,9,19,White,1,2015
1345,R_3rGIpK0PtGHWVJW,1,10,19,White,1,2016
1346,R_3RjYjxfrwEypjJH,1,9,19,White,2,2015
1347,R_3rOMeKQXHPoLoMt,1,10,19,Black,2,2015
1348,R_3RrtOfYfE3ikQun,0,9,23,White,4,2015
1349,R_3rSbHWGSvEtIRKd,0,9,19,White,1,2015
1350,R_3Rt6Y3AMHBUyGXf,0,9,18,White,1,2015
1351,R_3rTboPJC2r6LwhJ,0,10,20,White,2,2015
1352,R_3rY6wbZ6gWOFLYx,1,9,19,White,1,2016
1353,R_3s4XW6ilwg2Lv3D,1,9,18,White,1,2016
1354,R_3s7yKVoonk8HeJQ,0,10,18,White,1,2015
1355,R_3scQEdYKNHXClLL,1,10,18,Black,1,2015
1356,R_3sh8ZpvwSr9jcoJ,1,10,23,White,1,2015
1357,R_3shNZTPcoNfV6gt,0,9,20,White,2,2015
1358,R_3sla6SWwAJCntUF,1,9,20,Multiple,2,2015
1359,R_3sw5NUGIiNjKS,1,9,18,Black,1,2015
1360,R_3spHgHA7R1AwS1r,1,10,18,White,1,2016
1361,R_3svtKg90EqIQP36,1,10,19,White,1,2016
1362,R_3szbbtwC8oUTRDI,0,9,18,White,1,2015
1363,R_3TL8C0FCcyf3ORf,1,10,21,White,3,2015
1364,R_3UBHqsmb7qHjQq1,0,10,19,White,1,2015
1365,R_3UdQaqkgbD0xZml,1,10,18,White,1,2015
1366,R_3UJeEHG03kbwkVD,1,9,20,White,2,2015
1367,R_3VGKB0RmkAIXpuB,0,10,18,White,1,2015
1368,R_3WCpFkN0rVHz2Jf,1,10,19,White,1,2015
1369,R_3xAdH46r3jhxKjb,1,10,20,White,3,2015
1370,R_3XlFVmWvhXTrs3j,1,9,20,,1,2015
1371,R_3xQC33tJWNF74kx,1,9,24,White,3,2015
1372,R_3xVq3bHV4zx4Pml,0,9,18,White,1,2015
1373,R_3yDYmCPcFN5pbDL,1,9,19,White,1,2016
1374,R_3yesQUYLHcyoDiJ,1,10,19,White,2,2015
1375,R_3yYM1DzQNwoONpP,1,10,19,Other,1,2015
1376,R_3z5NHBwG4wvcDK1,0,10,22,White,3,2016
1377,R_40DjFl8NU2SPwUJ,0,10,18,Multiple,1,2015
1378,R_40jW8bsixDTFM3P,1,10,19,White,1,2015
1379,R_40YDsjA7eWoFbNP,1,10,18,White,1,2015
1380,R_410KWThIwOB0Yy9,0,9,18,White,1,2015
1381,R_418NKwvlPjIiYy9,0,10,26,White,1,2015
1382,R_41kD0mdUvf7uP8F,0,9,,,2,2015
1383,R_41p1by1gi4fCdyx,1,9,18,White,1,2016
1384,R_41tjoivTyitKGqx,1,10,18,White,1,2015
1385,R_42t7cDkmwbTX6N7,1,9,,White,1,2015
1386,R_42V7wsXhNGLNDUx,0,9,19,White,1,2015
1387,R_42xTesDQKGA6bjL,1,10,18,Black,1,2015
1388,R_43igPrV43CtUpwh,0,10,20,White,2,2015
1389,R_43q3xTqfbUDS54V,1,10,18,White,1,2015
1390,R_4GgAxyh0W6Tn8b3,0,10,18,White,1,2015
1391,R_4Gi4je8jrXz3OD3,1,9,21,White,3,2015
1392,R_4GUdydRAfR2v6fP,1,10,18,White,1,2015
1393,R_4HNP5RVkyOtNuG9,1,10,19,White,1,2015
1394,R_4HnQzgP7oibQsap,1,10,18,White,1,2015
1395,R_4IrP7Fi9bAU1nvL,0,10,18,White,1,2015
1396,R_4JgGcBUVbfkWysB,1,9,18,White,1,2015
1397,R_4MctT2t1NhgAXw9,1,9,,White,1,2015
1398,R_4MzG5itKaopIBBb,0,9,20,White,3,2015
1399,R_4NHRRKzSfW7b5aV,1,9,19,Other,1,2016
1400,R_4NI8Ozzb4slm7mB,0,9,18,White,1,2015
1401,R_4NoDJ82C6tkYyih,1,9,24,White,5,2015
1402,R_4NruhoouWzEvnKt,0,10,18,Asian,1,2015
1403,R_4O5EPblYsKZwnwp,1,10,18,,1,2015
1404,R_4O5s22Gy1nFZwMt,1,9,21,White,4,2015
1405,R_4O81noFMaIsQ5BD,1,10,18,White,1,2016
1406,R_4OCLMZQvTSEiVZH,0,10,19,White,1,2015
1407,R_4OfxnFq8Si7uDNb,1,10,19,White,2,2015
1408,R_4OyPdlor2mPaX53,1,10,18,White,1,2015
1409,R_4PjFvRLxJ06c4XH,1,9,19,White,1,2015
1410,R_4PJV43cvanxXvXn,1,9,18,White,1,2015
1411,R_4PnxQX18KEAyF,1,10,18,White,1,2015
1412,R_4SEYvV2M37vxLbn,0,10,18,White,1,2015
1413,R_4SN7Bb3xAtd8Qkt,1,9,19,Other,2,2015
1414,R_4SWVysHc2UDZgAR,0,9,19,White,3,2015
1415,R_4T7CrVIzMM9AX5P,0,10,18,White,1,2015
1416,R_4TOXhCxQj1HcBw1,0,9,19,White,2,2015
1417,R_4U5010KTM4dKlet,1,10,20,White,2,2015
1418,R_4UBwXJ9nC5DvNUp,0,9,19,White,1,2015
1419,R_4UEdpdjiuB4tJyt,0,10,18,White,1,2015
1420,R_4UfALB57UTYWT3v,1,10,19,White,2,2015
1421,R_4Ui8TrqW6Ibxod7,1,10,19,White,1,2015
1422,R_4UscVKekqFAwL3v,1,10,18,White,1,2015
1423,R_4V2OFgM6epWCusB,1,9,18,,1,2015
1424,R_4YFkiCdkDmn8zaZ,1,10,18,White,1,2016
1425,R_4Yp1IClhOyjgti1,0,9,29,,4,2015
1426,R_4ZAGVZ7sllcvoih,1,9,20,White,2,2015
1427,R_4ZOX8ddebqNSSep,0,10,18,Other,1,2015
1428,R_50BAK20lkRRJSvj,0,9,27,White,3,2015
1429,R_50HalyAlBV2xAkB,1,10,18,White,1,2015
1430,R_50XAbWakZ3o0BdH,1,10,18,White,1,2015
1431,R_515UC4AaxG0Pw9v,1,9,19,White,2,2015
1432,R_51F5sTDWL1rAlMh,0,9,,,2,2015
1433,R_54hud15OPK22e45,0,9,19,White,1,2015
1434,R_54MkuG5hdpa5Dnb,1,9,19,Black,1,2016
1435,R_54tFKnEmQYC7yxz,0,10,19,White,1,2016
1436,R_55PJcAxCttN1jH7,1,9,19,White,1,2016
1437,R_55pv1cq4wV9hHYF,0,10,18,White,1,2015
1438,R_55rEsocR7Jk1IrP,0,9,25,White,1,2015
1439,R_55Tv9VbLA5nojGZ,1,10,20,White,2,2015
1440,R_55Xm8YdvHADmOFf,0,10,18,Multiple,1,2015
1441,R_56few2JVvAmLzxj,1,10,19,White,2,2015
1442,R_56kthqchVBWLsqN,1,9,18,White,1,2015
1443,R_56npSJEEXkubMvX,1,10,19,White,2,2015
1444,R_572vbKz5iK8AoWV,1,,,,,2015
1445,R_576LN9Rlz7CiNlH,0,9,19,White,1,2015
1446,R_578G4SteacdPROt,1,10,18,White,1,2015
1447,R_57rJWZidT8HDZn7,0,9,18,White,1,2015
1448,R_5A0ET4dLEuSrDXz,1,10,19,White,1,2016
1449,R_5A0lIGqUgAs6vE9,0,10,27,White,3,2015
1450,R_5AriDhUn2rvsutn,0,10,19,White,1,2015
1451,R_5aubw1Qfi15nFlv,1,9,18,White,1,2016
1452,R_5AWhuM4AlY6ugsd,0,10,18,Other,1,2015
1453,R_5AwMtS2TxVsM29v,1,10,19,Black,1,2015
1454,R_5axmjJ8NqlXj2jH,0,10,18,White,1,2015
1455,R_5baVo7W1ujlsCrj,1,9,18,White,1,2015
1456,R_5BJj1ShOVs9atEx,0,10,18,White,1,2015
1457,R_5BWtJUb4TqjQ4O9,1,9,,Other,1,2015
1458,R_5cELQPyLoKwxVaJ,1,10,19,White,1,2015
1459,R_5cjBx04gjeGMlbD,1,10,18,White,1,2015
1460,R_5cnmypGKepdfXHD,1,9,28,Multiple,1,2015
1461,R_5cY59gOtPYoEpV3,1,10,26,White,1,2015
1462,R_5d3KPsBG8amLXb7,1,10,21,White,4,2015
1463,R_5dNdeVK5HPGM6Wx,1,10,18,White,1,2015
1464,R_5dxIBURFFqfvYk5,1,10,18,White,1,2015
1465,R_5gpAZu4E4B8Z0y1,0,9,19,Black,1,2015
1466,R_5gvNcr7MM7U26j3,0,10,18,White,1,2015
1467,R_5hjAv3suvylLEq1,1,10,18,White,1,2015
1468,R_5hyuNWTPIznT2hT,0,10,21,Multiple,3,2015
1469,R_5iI06RtDnLEtGPX,0,10,18,White,1,2015
1470,R_5iQjO8i9sTeL34F,1,10,20,White,2,2015
1471,R_5itaDx6sCitbOw5,1,10,21,White,3,2015
1472,R_5jcQBWj81dYHHLL,0,9,18,White,1,2015
1473,R_5jd1dfzbdSmrSst,1,10,19,White,1,2015
1474,R_5jNEaZgdBODCEZv,1,9,,,2,2015
1475,R_5jOBIdkT72FLpfD,0,9,50,White,4,2015
1476,R_5joKo0dd6V2epOB,1,10,19,White,1,2015
1477,R_5jW25Lzroz79wep,0,10,19,White,1,2015
1478,R_5jXHeROUOey9iqp,0,10,18,White,1,2015
1479,R_5jypnnp06nSoNOB,0,9,20,White,3,2015
1480,R_5jZdJzTopQHC0gB,0,9,18,White,1,2015
1481,R_5mTakdXMOmpqRAV,0,9,22,Other,4,2015
1482,R_5mYnJHlLwvcMaG1,1,9,24,Other,2,2015
1483,R_5mySSrZ0wKqFaD3,1,9,19,White,1,2015
1484,R_5mzAZUxdZ8OYg85,1,9,18,White,1,2015
1485,R_5nccv37jf8thz,0,9,19,Black,1,2015
1486,R_5nYvg4qI3O8tOyR,1,10,19,White,1,2016
1487,R_5o61lf6nhBuh4vH,1,10,20,Multiple,2,2015
1488,R_5oHBpMz9V7RW7jH,0,,22,White,4,2015
1489,R_5oJn3J1Rx0cf84l,0,10,18,Asian,1,2015
1490,R_5oKmltlRA0If6Tj,1,,18,White,1,2015
1491,R_5ooGPuoBFFqeq8F,0,10,18,White,2,2016
1492,R_5opWMgvB1vvoEn3,1,10,18,White,1,2015
1493,R_5p9dL1vflrsLRfn,1,10,19,White,1,2015
1494,R_5pPHdys878ZQtAF,1,10,18,White,1,2015
1495,R_5pVUQuXGXDQLZUp,0,10,19,White,2,2015
1496,R_5ssf90zBa5LRZrf,1,9,20,White,3,2015
1497,R_5suZ5VmNJJc9thD,1,10,21,White,3,2016
1498,R_5svwE5jTZpLOs7j,1,9,19,White,1,2015
1499,R_5tAYqRJnfNFpmkt,0,10,,Other,2,2015
1500,R_5tg07hr7m9FTgOx,1,,,,,2015
1501,R_5tnHQoFTLoDOd7L,1,10,19,White,1,2015
1502,R_5u2uNHjWSgFicYd,1,9,18,,1,2015
1503,R_5uaRsZbe8tn1UHP,1,9,20,White,2,2015
1504,R_5uKp1ccwHjowqAR,1,10,19,White,1,2015
1505,R_5uRlHUvnBgmwJqx,1,,,,,2015
1506,R_5vAEn8fmG7Y1te5,1,10,21,White,3,2015
1507,R_5w4MdDbSsUdTqEl,1,9,19,White,1,2015
1508,R_5yDyeOxB6P0DNcN,0,10,18,White,1,2015
1509,R_5zF2iUWAMGltynf,0,10,18,White,1,2016
1510,R_5znnzQuXPpTs9,0,9,19,White,1,2015
1511,R_5zNtSf6oPxPop7v,1,9,21,White,3,2015
1512,R_6A4w8fofSMgQQRL,0,9,20,White,3,2015
1513,R_6Al8etmBGYuiqW1,0,10,18,White,1,2015
1514,R_6D53XY5M7T4klP7,1,10,24,White,4,2015
1515,R_6EcJbmRFkrnm19z,1,9,19,White,1,2015
1516,R_6EjdL25L9mGZ3qR,0,10,18,White,1,2015
1517,R_6ERZ5MVmVymaNyB,1,10,19,White,1,2015
1518,R_6eVdGWYtS208AO9,0,10,18,Black,1,2015
1519,R_6fhHTdz4Abo9W29,1,10,18,White,1,2015
1520,R_6FsdjaGZYJRhFJf,0,9,18,White,1,2015
1521,R_6fXGFfsnM0Bpf45,0,10,19,White,1,2015
1522,R_6G0fgIqPTkDCpg1,1,10,18,White,1,2015
1523,R_6G2acAKRZeyIO2N,0,10,19,White,2,2015
1524,R_6G3CYGnYuTJRotj,0,9,18,Black,1,2015
1525,R_6g7LTiusfh9NYUt,1,10,18,White,1,2015
1526,R_6GaUfbBpOHMhdsN,0,10,18,White,1,2015
1527,R_6Gds1sJBnwhNCwl,0,10,18,White,1,2015
1528,R_6gGNlFOb5gBfDWh,1,9,22,White,3,2016
1529,R_6gSwkYu4iBdM1gZ,0,9,19,Asian,1,2016
1530,R_6GuW3vZtD4NH6vz,1,9,19,White,1,2015
1531,R_6gxibw89KL8AdDr,1,10,18,White,1,2015
1532,R_6hawjANDqJqts2N,1,10,20,White,3,2015
1533,R_6hFm7Vy2keVchTL,1,10,19,White,1,2015
1534,R_6hPG2U0vVfqJcRz,0,9,19,White,1,2015
1535,R_6ilqI28U0Hq3W97,1,10,18,Black,1,2015
1536,R_6J4bq9OVK6Nq7Qt,1,9,,White,3,2016
1537,R_6JYxtqVduklLj2B,1,9,32,Multiple,1,2015
1538,R_6K9S20VqSY0u8kZ,0,9,19,White,1,2015
1539,R_6Kfzu05luC1abh7,1,9,19,,2,2016
1540,R_6KhyVhwe8mwREoZ,0,10,18,White,1,2015
1541,R_6lIUNgEOXCU7gs1,1,10,19,White,1,2016
1542,R_6LjxzWgvthfE83r,1,10,20,White,3,2015
1543,R_6LLNBJaueTpDErz,1,10,21,White,3,2015
1544,R_6lM9owwvDeHgzch,1,10,26,White,3,2015
1545,R_6lmLshHEqIfCuxf,1,9,18,White,1,2015
1546,R_6Lmn9wiivA1MYmJ,0,9,18,White,1,2015
1547,R_6lNq9UNfCafoX9X,0,9,28,White,1,2015
1548,R_6lOTlQW6jgqsCln,1,10,18,White,1,2015
1549,R_6LriE3kFzTeJYTH,0,9,33,White,1,2015
1550,R_6M9jvC9KhYHnUj3,1,10,21,White,3,2015
1551,R_6myAIOXV892oZuZ,1,10,20,White,2,2015
1552,R_6nWuH3Z7LEnCoGF,1,10,,White,1,2015
1553,R_6o5uCN9WHcZ1EeV,0,10,18,White,1,2015
1554,R_6PEVFEJI6Qg8ssZ,1,10,18,Other,1,2015
1555,R_6PtGSz22pSJ0O4B,1,10,19,White,1,2015
1556,R_6PVvKQNk5iG8O8J,0,10,20,White,3,2015
1557,R_6PwpgIxAJftWcrr,1,10,19,Black,1,2015
1558,R_6QGdym6iomvtI9v,1,10,18,White,1,2015
1559,R_6Qio5vo00hb9e3b,0,10,18,White,1,2015
1560,R_6QpMabH5mOgUzQh,1,10,19,White,1,2015
1561,R_6qUMcIe2xeIWkiF,1,9,18,White,1,2015
1562,R_6r1fs917loTGvfT,1,10,18,White,1,2015
1563,R_6r3qLpZBdv1mC5T,0,9,19,White,1,2015
1564,R_6R4L3z9IoySdjtT,1,10,19,White,1,2015
1565,R_6R7piKbWQcZBWpn,1,10,19,White,1,2015
1566,R_6RI50losrWUm6IN,0,9,19,Other,1,2015
1567,R_6rLoAQ1WWhLDxzv,1,9,18,Black,1,2015
1568,R_6rN8orr9gCK19iF,0,10,22,White,2,2015
1569,R_6RqHiAcIAr2qfgV,1,10,19,White,1,2015
1570,R_6RU4mE3TfqusX5z,1,10,,Black,3,2015
1571,R_6SBErxYNEjC0y5j,0,10,19,White,2,2016
1572,R_6sfcAWIGUITwfJP,1,10,18,Multiple,1,2015
1573,R_6ShyVr98oKBpzNf,1,10,18,White,1,2015
1574,R_6SxWHBMUeC5W3ch,0,10,18,White,3,2015
1575,R_6tGxUi7thYU4S7b,0,10,19,White,1,2015
1576,R_6tzn0HRXQhbZgbL,1,9,30,White,1,2015
1577,R_6VBNnQ3HbafGVjD,0,10,19,Other,1,2015
1578,R_6VjQxHUNt2UDtwV,0,10,18,White,2,2015
1579,R_6W0AocmAy2Q2D0F,0,10,19,White,2,2015
1580,R_6WnTCVIGsZwYt5r,0,10,18,White,1,2015
1581,R_6X1GWdhXhaL6Kq1,1,10,18,White,1,2015
1582,R_6X4sQpKwQ02JmBL,1,9,19,White,1,2015
1583,R_6xLHXxSSfTSA8cd,0,10,18,White,1,2015
1584,R_6XMssoTXC5HEYDj,0,9,19,White,2,2015
1585,R_6y67nIoChcfmxjD,1,10,18,White,1,2015
1586,R_6yDdS36Hwm12Hwp,1,9,19,White,2,2015
1587,R_6yDplnqRdinRPtH,1,9,21,White,3,2015
1588,R_6YEH5Ee13VLsasN,0,10,18,White,1,2016
1589,R_6YhzwJjFS6bot2l,0,10,20,White,2,2015
1590,R_6ySosc0y5jfUUuh,1,9,18,White,1,2015
1591,R_6z1abz4BwR46oVn,0,9,19,White,1,2015
1592,R_6z1nsyPzrzYNxzL,1,10,20,White,3,2015
1593,R_71EkYoUFNddpj7H,1,10,19,White,2,2016
1594,R_71kgypDTzwXcNgd,1,10,21,White,3,2015
1595,R_71WhmrFW3TtXPYp,1,10,18,White,1,2015
1596,R_71YCetsyPc7Zptj,0,10,18,White,1,2015
1597,R_7207gqWAN8Ti3Wd,1,10,18,White,1,2015
1598,R_723QX5HvXpp7erb,1,10,,Black,3,2015
1599,R_72pMcvZZa2q8MXr,1,9,22,Asian,3,2015
1600,R_72QRuq13a2f4hDb,1,10,18,White,1,2016
1601,R_735oULeoJdya9Uh,1,9,19,White,1,2015
1602,R_73AkZCnWTsoD9LT,1,10,19,Black,2,2015
1603,R_73g1WaZGzgGaTKR,0,10,18,Black,1,2015
1604,R_73Nkxp8jEs9ZVnD,1,9,18,Multiple,1,2015
1605,R_74HwzzoqTrqSGhv,1,10,20,White,3,2015
1606,R_74K2UkDtsURaD0p,1,10,18,White,1,2015
1607,R_78Is4IK4XwudLKt,1,10,19,White,1,2015
1608,R_78xUPIpaxEtkESx,0,9,19,White,1,2015
1609,R_798kdsBfkum96Cx,1,10,,White,2,2015
1610,R_79BLzZd3YlR2Hel,0,10,19,White,2,2015
1611,R_79Ty1k5IZOk5a05,1,10,21,White,4,2015
1612,R_7a198MScZu0FEmB,1,9,19,White,1,2016
1613,R_7aB4mbxTEqUzePb,0,10,19,White,2,2015
1614,R_7aCHPvT6CH9xC4d,0,10,18,White,1,2015
1615,R_7aCsY6Y4oqhy3Pv,0,9,38,White,3,2015
1616,R_7aFWtkGlAsEskT3,0,10,21,Asian,2,2015
1617,R_7ajvbx8E0kM6iUd,1,10,20,Other,2,2015
1618,R_7alpWjsWVdWVZgp,1,9,19,White,2,2016
1619,R_7aluRSv2HEbc2Oh,1,9,18,White,1,2015
1620,R_7NBiRLsgPgBjHtD,1,9,20,White,2,2016
1621,R_7NGOBRUtVRA5x6l,0,10,18,White,1,2015
1622,R_7O3d9bBkpVHtEfr,1,10,18,White,1,2015
1623,R_7PN6C9rtH11zSyp,1,9,22,Multiple,4,2015
1624,R_7PpHdqMkOIFq2uV,1,9,18,White,1,2015
1625,R_7PwZAMVbgjfcQ2V,1,9,26,Other,2,2015
1626,R_7PxquLOcwJZGngF,1,10,21,Other,2,2015
1627,R_7QBdmzbi9UMrqyR,0,9,19,White,3,2015
1628,R_7QEBUKiq496InoV,0,10,21,Asian,4,2015
1629,R_7QYyP8n3YHGDFVX,1,10,26,White,3,2015
1630,R_7TD1MjQWi9NeRdX,1,10,21,White,3,2015
1631,R_7U6kltUsPwwvPQ9,1,10,23,White,3,2015
1632,R_7U9fO5o82fi4tFP,0,10,20,White,3,2015
1633,R_7UQXVF7Z6c0tOZv,0,10,20,White,2,2015
1634,R_7V6Ja4LIfs3UHZz,1,10,19,White,2,2015
1635,R_7Vg1YrhbJS9m7pH,1,9,27,Asian,3,2015
1636,R_7WFjMcRsbYQ1n21,1,10,19,Multiple,1,2016
1637,R_7X76eadYd8YH0Hz,1,10,18,White,1,2015
1638,R_7ZDZdzzrJwXIFDf,1,10,18,White,1,2015
1639,R_7ZFtnQo2SjWxM7r,1,10,18,White,1,2015
1640,R_803aPRUPmFp9WtL,0,10,20,White,3,2015
1641,R_80TMd9mLVC7UqOh,1,10,18,Other,1,2015
1642,R_81bguASwW8zHJlz,0,9,18,White,1,2015
1643,R_81G9P7wBObARcIN,0,10,18,White,1,2015
1644,R_81gVXPcI9qxSvL7,1,9,42,White,4,2015
1645,R_820168JcYTkPIEd,1,10,19,White,2,2015
1646,R_82KM5olTLKWB0lD,1,10,18,White,1,2015
1647,R_82PP4PrnuBY1bVP,1,10,18,White,1,2015
1648,R_862Lt1YO2Tky0L3,1,10,22,Other,4,2015
1649,R_86AlxyzxQg7ADsd,1,9,20,White,3,2015
1650,R_86cQKMwoARF6Lfn,1,9,24,Black,2,2015
1651,R_86dcmODtZ1P7JRz,0,10,19,White,2,2015
1652,R_86WeuPtUyvX0u69,1,9,18,White,1,2015
1653,R_86WmZAxasZyuHxn,1,9,19,White,1,2016
1654,R_87BbgIzFDB6EbOZ,0,9,18,Multiple,1,2015
1655,R_87EkM9aGIUspfW5,1,10,20,White,3,2015
1656,R_87fj3qLz6LuHihP,1,10,19,White,2,2015
1657,R_87ixC9k6BxOVczz,1,9,18,White,1,2015
1658,R_88GaaIJsG6turFX,1,9,23,Other,2,2015
1659,R_88knTbzHV3GHqpn,1,10,18,White,1,2015
1660,R_88lzDVLwLHhYQkd,0,10,18,White,1,2015
1661,R_88v73Nkmp6Fcrpb,1,10,20,White,2,2015
1662,R_899mp9x0LgwEN49,0,9,19,Black,1,2015
1663,R_8A0qsrZXAtVbPud,1,9,19,White,1,2015
1664,R_8Am1iSpXsiwg1mt,1,10,19,White,1,2015
1665,R_8B5L20x7HSg35s1,0,10,18,Black,1,2015
1666,R_8Bb9me1Wf3jgzvn,1,10,20,White,2,2015
1667,R_8C7LYRNiPBBCjvT,1,10,18,White,1,2015
1668,R_8cBahJGgVi5uOgZ,1,9,,White,4,2015
1669,R_8CBfLM0qdv4yo5v,1,10,18,White,1,2015
1670,R_8cbsBItSi8f01Mx,0,9,,,2,2015
1671,R_8cckOUIF6rRODOt,0,10,42,White,4,2015
1672,R_8Cf6GPE4HYhr3Ux,0,10,20,White,3,2015
1673,R_8cy64XOFPrJunJP,1,9,19,Black,1,2015
1674,R_8DmfonuEWwMMhgx,1,10,18,White,1,2015
1675,R_8Dp7jGVRs0F7j8N,1,9,43,White,2,2015
1676,R_8dpC1IkmIpUdgFf,1,9,19,White,2,2015
1677,R_8eHROECdE6NtTzj,0,10,19,White,1,2016
1678,R_8eTuKzTbe3PBtl3,1,9,19,White,1,2015
1679,R_8exTsvKGAjHDDmZ,1,9,20,White,2,2015
1680,R_8GlH7EMUMCAS3OZ,1,10,19,White,1,2015
1681,R_8GNU64mkCWSjrAp,0,10,19,White,2,2015
1682,R_8H9gTmHfOXcDojz,0,9,18,Black,1,2015
1683,R_8Hf2yWOvlE5ThYx,0,9,18,Other,2,2015
1684,R_8hMkmFnQE16zwDT,1,10,19,White,1,2016
1685,R_8Hyb6eD0NDUhPgN,0,9,19,White,1,2015
1686,R_8I04zgkBM6OCC45,0,9,18,White,1,2015
1687,R_8IaAtuVMep6gv1X,0,10,21,White,2,2015
1688,R_8iaQcdORGWMAT7n,1,10,19,White,2,2015
1689,R_8if4s8DOUrIm95X,1,10,18,Black,1,2015
1690,R_8iFqVvUOrSB9tUF,1,9,19,White,1,2015
1691,R_8igYO5zJ9Q4DF1r,1,10,19,White,1,2015
1692,R_8ijfC7dyvqxxT7v,1,9,20,White,3,2015
1693,R_8IKTRXua6DTl37v,0,9,20,White,3,2015
1694,R_8iTe7pcPe9gX4gZ,1,10,19,White,1,2015
1695,R_8Jku5TkqqmGMch7,1,10,19,White,2,2015
1696,R_8kPTEekkM7gWEdL,0,9,,White,2,2015
1697,R_8ljBEbh1wMh3xSR,1,10,20,White,2,2015
1698,R_8nTwecu3nrxfNch,1,10,19,White,1,2015
1699,R_8nVV64i1rJrrwCp,1,10,19,White,1,2015
1700,R_8oBb4yGlrXbADKl,0,9,21,White,3,2015
1701,R_8oe1iS7GaURNByJ,1,9,20,White,3,2015
1702,R_8oXpI3c3Bs1yjrv,1,9,22,White,3,2015
1703,R_8p0XeIWH7oGY8JL,1,9,26,White,4,2015
