"","lpq1_1","lpq2_1","lpq3_1","lpq4_1","lpq5_1","lpq6_1","lpq7_1","lpq8_1","lpq9_1","lpq10_1","lpq11_1","lpq12_1","lpq13_1","lpq14_1","lpq15_1","lpq16_1","lpq17_1","lpq18_1","lpq19_1","lpq20_1"
<<<<<<< HEAD
"lpq1_1",-0.493906946895167,0.328181781072423,-0.61301900479856,0.915064198607659,0.71154064257398,0.992622252787461,0.286665466572235,-1.13578367794057,0.355600691098853,0.149779956820726,0.929669805258184,0.976723567316921,0.845936856563263,0.143935058131531,0.0106199569341389,-0.0986228020759886,-0.657202534583634,-1.23240321461246,0.176011025287925,-0.796025052428689
"lpq2_1",0.328181781072423,-0.174792808623986,-0.748315773237779,0.457899626597656,0.475078856496562,1.34183754616681,-0.178531642687866,-0.861884274142298,0.426608306621962,-0.489710220318027,0.378026926336988,1.01113308253152,-0.138764291723663,-0.0218112469283886,0.348599071708412,-0.432149855823546,-0.114599189301628,-0.506299559373305,0.23910295736318,-0.0368041576760393
"lpq3_1",-0.61301900479856,-0.748315773237779,0.907798398986441,0.574460485480109,-0.157360292228739,0.352988770551318,0.0495516741396177,-1.33520441494461,0.0319392648438039,0.420395550786529,-0.0530966008778504,0.189006785808366,0.649477064114414,0.410377692103537,-0.164119042722491,-0.264936327079856,-0.472867009636913,0.821165164160716,-0.585719776700268,-0.413978309402015
"lpq4_1",0.915064198607659,0.457899626597656,0.574460485480109,1.87133050291284,0.525359802767638,0.791770856956564,0.248416905262759,-0.0303775427464657,0.699588110578861,1.00109716514605,0.179664097724729,0.357580511167175,0.71377709355527,0.303225658147434,-0.130401758647642,0.00402675793174505,0.175252135278165,0.533627183461832,0.280012349162161,0.127949681710598
"lpq5_1",0.71154064257398,0.475078856496562,-0.157360292228739,0.525359802767638,0.390040541262216,1.85317905167389,0.350673223829953,0.986028675171864,0.470741211232524,0.763933969426988,1.01513832261289,0.893792395181862,0.290663610524324,0.677452736329198,0.28067259322281,-0.0772840070594888,-0.155985685365647,-0.327137846949768,0.509190884991634,0.281390013613698
"lpq6_1",0.992622252787461,1.34183754616681,0.352988770551318,0.791770856956564,1.85317905167389,0.739849620611934,0.448030448172227,-0.587923489112613,0.478464805845419,0.9249906049924,0.57484033778101,-0.074597539866879,0.441921856860168,0.524933748182825,-0.429022740228112,-0.616039213793179,0.0866334126591993,-0.611945108603783,0.945799421836388,0.41769465039969
"lpq7_1",0.286665466572235,-0.178531642687866,0.0495516741396177,0.248416905262759,0.350673223829953,0.448030448172227,-1.29701726928594,0.284304669836531,0.814956372290788,0.684466901584417,-0.842949770487355,0.652845522680599,1.18852588538714,0.54097035785402,0.548571924284228,0.549259296554539,0.821684787835778,1.27388758218949,0.361506271158699,1.20686101565869
"lpq8_1",-1.13578367794057,-0.861884274142298,-1.33520441494461,-0.0303775427464657,0.986028675171864,-0.587923489112613,0.284304669836531,-0.0473438600842403,0.238663278439618,-0.70169575275919,-0.815555068759671,0.21979385609967,-0.0523194685955759,-0.220099614944028,-0.00396826792842279,-0.542182138093506,-0.297307451910921,-0.904322224963961,0.844941189887445,-1.81718103034612
"lpq9_1",0.355600691098853,0.426608306621962,0.0319392648438039,0.699588110578861,0.470741211232524,0.478464805845419,0.814956372290788,0.238663278439618,1.09331776137094,1.08108955880799,2.0409977951433,1.28824048747317,1.15894600034781,0.0900027546561915,0.72874594515483,0.303163250071116,1.04594952089105,0.220106183309447,0.869823305404346,0.128981500210752
