"","lpq1_1","lpq2_1","lpq3_1","lpq4_1","lpq5_1","lpq6_1","lpq7_1","lpq8_1","lpq9_1","lpq10_1","lpq11_1","lpq12_1","lpq13_1","lpq14_1","lpq15_1","lpq16_1","lpq17_1","lpq18_1","lpq19_1","lpq20_1"
<<<<<<< HEAD
"lpq10_1",0.149779956820726,-0.489710220318027,0.420395550786529,1.00109716514605,0.763933969426988,0.9249906049924,0.684466901584417,-0.70169575275919,1.08108955880799,-0.188432779509579,0.0747396804418414,0.0942791621029019,0.414245237446796,-0.144310917784108,-0.536985958708518,-0.251439695711036,0.294919320449262,-0.247692371532904,0.993503044775506,1.35842003002849
"lpq11_1",0.929669805258184,0.378026926336988,-0.0530966008778504,0.179664097724729,1.01513832261289,0.57484033778101,-0.842949770487355,-0.815555068759671,2.0409977951433,0.0747396804418414,-0.957403509216776,1.46116363526126,0.544528564737182,-0.791283782543845,0.907782089935887,-0.758930337802055,0.985670857012073,-0.505514367219054,0.878936324424329,0.735308631374988
"lpq12_1",0.976723567316921,1.01113308253152,0.189006785808366,0.357580511167175,0.893792395181862,-0.074597539866879,0.652845522680599,0.21979385609967,1.28824048747317,0.0942791621029019,1.46116363526126,1.13387410209456,1.10511535451752,-0.144872779777576,0.951313200333178,0.225724137802738,0.395094522706602,0.388908946709904,1.23399151994591,-0.639085135586715
"lpq13_1",0.845936856563263,-0.138764291723663,0.649477064114414,0.71377709355527,0.290663610524324,0.441921856860168,1.18852588538714,-0.0523194685955759,1.15894600034781,0.414245237446796,0.544528564737182,1.10511535451752,2.90665754851829,0.724676558818349,-0.567023007717519,0.799324161676498,1.08969907963342,0.776764734902749,0.507639431343291,0.914630061204616
"lpq14_1",0.143935058131531,-0.0218112469283886,0.410377692103537,0.303225658147434,0.677452736329198,0.524933748182825,0.54097035785402,-0.220099614944028,0.0900027546561915,-0.144310917784108,-0.791283782543845,-0.144872779777576,0.724676558818349,-0.225492541253687,-0.112458848708301,-0.162776187739389,-0.0747249661559921,0.286096020841577,0.142407307964329,-0.48043835011307
"lpq15_1",0.0106199569341389,0.348599071708412,-0.164119042722491,-0.130401758647642,0.28067259322281,-0.429022740228112,0.548571924284228,-0.00396826792842279,0.72874594515483,-0.536985958708518,0.907782089935887,0.951313200333178,-0.567023007717519,-0.112458848708301,1.20142531179364,0.801916073089905,-0.354817793570077,-0.39643676387739,0.0444554715865151,0.141314280329666
"lpq16_1",-0.0986228020759886,-0.432149855823546,-0.264936327079856,0.00402675793174505,-0.0772840070594888,-0.616039213793179,0.549259296554539,-0.542182138093506,0.303163250071116,-0.251439695711036,-0.758930337802055,0.225724137802738,0.799324161676498,-0.162776187739389,0.801916073089905,-0.336561822140807,0.25664846685331,0.199571843828048,0.79554397272502,-0.224116419937782
"lpq17_1",-0.657202534583634,-0.114599189301628,-0.472867009636913,0.175252135278165,-0.155985685365647,0.0866334126591993,0.821684787835778,-0.297307451910921,1.04594952089105,0.294919320449262,0.985670857012073,0.395094522706602,1.08969907963342,-0.0747249661559921,-0.354817793570077,0.25664846685331,1.38352693279335,0.860858404458685,-0.356673227728037,0.286944665126736
"lpq18_1",-1.23240321461246,-0.506299559373305,0.821165164160716,0.533627183461832,-0.327137846949768,-0.611945108603783,1.27388758218949,-0.904322224963961,0.220106183309447,-0.247692371532904,-0.505514367219054,0.388908946709904,0.776764734902749,0.286096020841577,-0.39643676387739,0.199571843828048,0.860858404458685,0.085359706214745,-1.00332767878393,1.43180024813536
"lpq19_1",0.176011025287925,0.23910295736318,-0.585719776700268,0.280012349162161,0.509190884991634,0.945799421836388,0.361506271158699,0.844941189887445,0.869823305404346,0.993503044775506,0.878936324424329,1.23399151994591,0.507639431343291,0.142407307964329,0.0444554715865151,0.79554397272502,-0.356673227728037,-1.00332767878393,0.0836244874853473,0.857468835338142
"lpq20_1",-0.796025052428689,-0.0368041576760393,-0.413978309402015,0.127949681710598,0.281390013613698,0.41769465039969,1.20686101565869,-1.81718103034612,0.128981500210752,1.35842003002849,0.735308631374988,-0.639085135586715,0.914630061204616,-0.48043835011307,0.141314280329666,-0.224116419937782,0.286944665126736,1.43180024813536,0.857468835338142,0.246296734427344
=======
"lpq1_1",-0.48582739094606,0.328211161457231,-0.593687700136849,0.879706975209063,0.669651405455852,1.02789728921054,0.371568080234237,-1.12346251648728,0.374039391468575,0.140538876255501,1.01376523548838,0.988238469074664,0.928679180059189,0.0997462141966941,-0.0176668450061335,-0.140915507032261,-0.621550006099181,-1.23898327903194,0.16571362438639,-0.774448312158491
"lpq2_1",0.328211161457231,-0.167965180384871,-0.736386578306429,0.480548423875936,0.573656961586124,1.30084568344697,-0.138260519508748,-0.858131681690832,0.455677682901856,-0.495886220604166,0.450013535173669,1.09975817288044,-0.14023366432017,-0.00634329930031604,0.37711775418462,-0.418291646483088,-0.13544246492318,-0.51377109171235,0.238627426682142,0.0137955522270071
"lpq3_1",-0.593687700136849,-0.736386578306429,0.868241917985094,0.601150423654127,-0.194419934268147,0.248421899526362,0.122835781371119,-1.37937487751266,-0.0145998694702306,0.451291694534845,-0.115896737670872,0.207178720489375,0.583157006047259,0.440522731751907,-0.181738582523398,-0.247851957535271,-0.555061212520877,0.839424258161826,-0.55417587288981,-0.403981696766241
"lpq4_1",0.879706975209063,0.480548423875936,0.601150423654127,1.83925637702043,0.58623442492379,0.762146871920502,0.329808009923217,-0.0593317914880278,0.80420791803675,1.03567718822123,0.13203010935979,0.304146167936382,0.723580539003514,0.260191679012143,-0.141292364066263,-0.0475111189865453,0.178529549644392,0.478841502913522,0.317505691906222,0.143517397596361
"lpq5_1",0.669651405455852,0.573656961586124,-0.194419934268147,0.58623442492379,0.39857531686673,1.77498541032126,0.511289284013725,0.905352813487225,0.511944188626736,0.785803037048031,1.03610199032074,0.923865121524262,0.213976699130406,0.664609547441904,0.234390709741007,-0.181081365242087,-0.271809806691727,-0.391577376920184,0.61888814965905,0.404196087888814
"lpq6_1",1.02789728921054,1.30084568344697,0.248421899526362,0.762146871920502,1.77498541032126,0.735237472002017,0.404594369721963,-0.611794825770128,0.388540164671106,0.886745120682052,0.595101453646133,-0.0602881888297443,0.44874021281797,0.567310039417424,-0.425097690286443,-0.577573146334264,-0.00585216667003538,-0.604230806720722,0.913231517824123,0.413005127045338
"lpq7_1",0.371568080234237,-0.138260519508748,0.122835781371119,0.329808009923217,0.511289284013725,0.404594369721963,-1.21393355646882,0.365730634598003,0.954046379241539,0.782096216768276,-0.891986560979347,0.702518880251503,1.27101335127972,0.592059605600876,0.627352614451038,0.548625818540999,0.787465656732478,1.25969245845382,0.428837764600389,1.15808713612315
"lpq8_1",-1.12346251648728,-0.858131681690832,-1.37937487751266,-0.0593317914880278,0.905352813487225,-0.611794825770128,0.365730634598003,-0.0466900878841834,0.289122912263535,-0.692370348680499,-0.810864149268565,0.156032601932597,-0.0513696353880876,-0.244841459330049,-0.0503109882151491,-0.4931851990906,-0.255722333844072,-0.901030618927457,0.875080007465841,-1.78918295505522
"lpq9_1",0.374039391468575,0.455677682901856,-0.0145998694702306,0.80420791803675,0.511944188626736,0.388540164671106,0.954046379241539,0.289122912263535,1.06413164461658,1.12270707466173,1.92050422277312,1.47229418049239,1.10193930122037,0.112176478481684,0.648022533287001,0.32021897094713,1.04616885541395,0.233987259498829,0.839506578913912,0.201246116892752
"lpq10_1",0.140538876255501,-0.495886220604166,0.451291694534845,1.03567718822123,0.785803037048031,0.886745120682052,0.782096216768276,-0.692370348680499,1.12270707466173,-0.183525822604492,0.0721040953407948,0.169655777520398,0.418459335578716,-0.124332323285839,-0.503251681032854,-0.230907936978647,0.268317859776258,-0.254981575342782,0.993481693556191,1.4128322707219
"lpq11_1",1.01376523548838,0.450013535173669,-0.115896737670872,0.13203010935979,1.03610199032074,0.595101453646133,-0.891986560979347,-0.810864149268565,1.92050422277312,0.0721040953407948,-0.958397330491133,1.4065534960232,0.549621361688504,-0.850036321456929,0.861230216808885,-0.733651714544893,0.975010322115224,-0.49975924499437,0.949134619141396,0.790667957219916
"lpq12_1",0.988238469074664,1.09975817288044,0.207178720489375,0.304146167936382,0.923865121524262,-0.0602881888297443,0.702518880251503,0.156032601932597,1.47229418049239,0.169655777520398,1.4065534960232,1.15478303281393,1.11121959787746,-0.121998692060163,0.913806149285557,0.17483202462868,0.454733369403393,0.316231093756954,1.31823731817294,-0.596230422780809
"lpq13_1",0.928679180059189,-0.14023366432017,0.583157006047259,0.723580539003514,0.213976699130406,0.44874021281797,1.27101335127972,-0.0513696353880876,1.10193930122037,0.418459335578716,0.549621361688504,1.11121959787746,2.93769041710511,0.733886934270525,-0.64505485825587,0.890173139191993,1.09315995763865,0.860314984247245,0.511332930191651,0.921353441263721
"lpq14_1",0.0997462141966941,-0.00634329930031604,0.440522731751907,0.260191679012143,0.664609547441904,0.567310039417424,0.592059605600876,-0.244841459330049,0.112176478481684,-0.124332323285839,-0.850036321456929,-0.121998692060163,0.733886934270525,-0.254980851154458,-0.111101426557736,-0.20694778671448,-0.0843619249083813,0.229038866369488,0.174326674951227,-0.48480778333159
"lpq15_1",-0.0176668450061335,0.37711775418462,-0.181738582523398,-0.141292364066263,0.234390709741007,-0.425097690286443,0.627352614451038,-0.0503109882151491,0.648022533287001,-0.503251681032854,0.861230216808885,0.913806149285557,-0.64505485825587,-0.111101426557736,1.23825418956896,0.800729299379362,-0.469427556764547,-0.454234490627994,0.0983853085436559,0.19419940364707
"lpq16_1",-0.140915507032261,-0.418291646483088,-0.247851957535271,-0.0475111189865453,-0.181081365242087,-0.577573146334264,0.548625818540999,-0.4931851990906,0.32021897094713,-0.230907936978647,-0.733651714544893,0.17483202462868,0.890173139191993,-0.20694778671448,0.800729299379362,-0.382643927384378,0.339802973107523,0.224147100858485,0.756420695301656,-0.148743635994404
"lpq17_1",-0.621550006099181,-0.13544246492318,-0.555061212520877,0.178529549644392,-0.271809806691727,-0.00585216667003538,0.787465656732478,-0.255722333844072,1.04616885541395,0.268317859776258,0.975010322115224,0.454733369403393,1.09315995763865,-0.0843619249083813,-0.469427556764547,0.339802973107523,1.45485361447258,0.931663150566239,-0.405255731474422,0.256721274428476
"lpq18_1",-1.23898327903194,-0.51377109171235,0.839424258161826,0.478841502913522,-0.391577376920184,-0.604230806720722,1.25969245845382,-0.901030618927457,0.233987259498829,-0.254981575342782,-0.49975924499437,0.316231093756954,0.860314984247245,0.229038866369488,-0.454234490627994,0.224147100858485,0.931663150566239,0.101558115766598,-1.02090903676231,1.49796778813103
"lpq19_1",0.16571362438639,0.238627426682142,-0.55417587288981,0.317505691906222,0.61888814965905,0.913231517824123,0.428837764600389,0.875080007465841,0.839506578913912,0.993481693556191,0.949134619141396,1.31823731817294,0.511332930191651,0.174326674951227,0.0983853085436559,0.756420695301656,-0.405255731474422,-1.02090903676231,0.0817939487083067,0.890160864048516
"lpq20_1",-0.774448312158491,0.0137955522270071,-0.403981696766241,0.143517397596361,0.404196087888814,0.413005127045338,1.15808713612315,-1.78918295505522,0.201246116892752,1.4128322707219,0.790667957219916,-0.596230422780809,0.921353441263721,-0.48480778333159,0.19419940364707,-0.148743635994404,0.256721274428476,1.49796778813103,0.890160864048516,0.287573162738048
>>>>>>> c71fbecb68ee02c5cbaa00ad4e64da0d146a8408
