age,gender,ethnic,major,minor,gpa,class,pilsf1_1,oq20_1,oq21_1,oq22_1,oq23_1,oq24_1,oq25_1,oq26_1,oq27_1,oq28_1,oq29_1,oq30_1,oq31_1,oq32_1,oq33_1,oq34_1,oq35_1,oq36_1,oq37_1,oq38_1,oq39_1,oq40_1,oq41_1,oq42_1,oq43_1,oq44_1,oq45_1,song1_1,song2_1,song3_1,song4_1,song5_1,song6_1,song7_1,song8_1,song9_1,song10_1,song11_1,song12_1,song13_1,song14_1,song15_1,song16_1,song17_1,song18_1,song19_1,song20_1,pil1_1,pil2_1,pil3_1,pil4_1,pil5_1,pil6_1,pil7_1,pil8_1,pil9_1,pil10_1,pil11_1,pil12_1,pil13_1,pil14_1,pil15_1,pil16_1,pil17_1,pil18_1,pil19_1,pil20_1,pilsftot,pil20tot,swlstot,songtot,songsuba,songsubb,mlq1_1,mlq2_1,mlq3_1,mlq4_1,mlq5_1,mlq6_1,mlq7_1,mlq8_1,mlq9_1,mlq10_1,mlqpres,mlqsearc,oq45tot,oq45sd,oq45ir,oq45sr,bsas1_1,bsas2_1,bsas3_1,bsas4_1,bsas5_1,bsas6_1,bsas7_1,bsas8_1,bsas9_1,bsas10_1,bsas11_1,bsas12_1,bsas13_1,bsas14_1,bsas15_1,bsas16_1,bsas17_1,bsas18_1,bsas19_1,bsas20_1,bsas21_1,bsas22_1,bsas23_1,bsasperm,bsasbc,bsascomm,bsasinst,caps1_1,caps2_1,caps3_1,caps4_1,caps5_1,caps6_1,caps7_1,caps8_1,captot,capspp,capssp,lpq1_1,lpq2_1,lpq3_1,lpq4_1,lpq5_1,lpq6_1,lpq7_1,lpq8_1,lpq9_1,lpq10_1,lpq11_1,lpq12_1,lpq13_1,lpq14_1,lpq15_1,lpq16_1,lpq17_1,lpq18_1,lpq19_1,lpq20_1,lpqtot,bps1_1,bps2_1,bps3_1,bps4_1,bps5_1,bps6_1,bps7_1,bps8_1,bps9_1,bps10_1,bps11_1,bps12_1,bps13_1,bps14_1,bps15_1,bps16_1,bps17_1,bps18_1,bps19_1,bps20_1,bps21_1,bps22_1,bps23_1,bps24_1,bps25_1,bps26_1,bps27_1,bps28_1,bpstot,hsq1_1,hsq2_1,hsq3_1,hsq4_1,hsq5_1,hsq6_1,hsq7_1,hsq8_1,hsq9_1,hsq10_1,hsq11_1,hsq12_1,hsq13_1,hsq14_1,hsq15_1,hsq16_1,hsq17_1,hsq18_1,hsq19_1,hsq20_1,hsq21_1,hsq22_1,hsq23_1,hsq24_1,hsq25_1,hsq26_1,hsq27_1,hsq28_1,hsq29_1,hsq30_1,hsq31_1,hsq32_1,hsqaff,hsqenh,hsqagg,hsqdef,las1_1,las2_1,las3_1,las4_1,las5_1,las6_1,las7_1,las8_1,las9_1,las10_1,las11_1,las12_1,las13_1,las14_1,las15_1,las16_1,las17_1,las18_1,las19_1,las20_1,las21_1,las22_1,las23_1,las24_1,lasero,laslud,lassto,laspra,lasman,lasaga,drs1_1,drs2_1,drs3_1,drs4_1,drs5_1,drs6_1,drs7_1,drs8_1,drs9_1,drs10_1,drs11_1,drs12_1,drs13_1,drs14_1,drs15_1,drstot,drscm,drsco,drsch,hps1_1,hps2_1,hps3_1,hps4_1,hps5_1,hps6_1,hps7_1,hps8_1,hps9_1,hps10_1,hps11_1,hps12_1,hpsag,hpspa,pil20cat,filter_$,pilsfcat,pilsfms,oq1_1,oq2_1,oq3_1,oq4_1,oq5_1,oq6_1,oq7_1,oq8_1,oq9_1,oq10_1,oq11_1,oq12_1,oq13_1,oq14_1,oq15_1,oq16_1,oq17_1,oq18_1,oq19_1,pilsf2_1,pilsf3_1,pilsf4_1,PILSFBED,hpstot,userid
21,2,1,mathematics, ,3.1,3,6,1,1,3,1,1,1,0,1,1,0,0,1,0,1,1,0,2,1,1,0,0,0,2,0,0,1,5,5,5,4,3,6,6,4,2,5,4,5,4,3,5,4,2,4,2,6,5,5,6,6,5,7,7,5,5,6,6,5,7,6,3,7,6,7,5,5,21,114,27,84,43,41,4,6,5,3,3,4,5,5,5,5,19,26,45,25,9,11,5,5,5,5,5,3,5,5,5,3,1,1,1,1,1,1,1,1,3,3,3,4,4,4.6,1,1,3.4,3,1,3,3,1,1,1,1,14,10,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,18,4,4,2,2,2,2,3,2,5,1,2,1,2,3,4,3,4,4,3,2,2,2,4,3,1,4,5,3,79,7,7,1,1,7,7,1,1,1,7,5,1,7,6,1,1,7,7,7,1,7,2,2,2,7,7,1,7,7,7,5,1,50,50,23,15,2,2,2,2,2,5,5,5,1,1,1,1,4,4,2,4,4,4,5,4,1,1,1,1,2,4.25,1,3.5,4.25,1,2,3,3,3,3,3,2,2,2,3,1,3,3,2,3,38,13,13,12,4,4,3,3,2,3,3,3,4,4,4,3,15,13,3,0,1,1,0,2,2,3,2,1,1,0,0,1,0,1,0,4,2,3,0,2,1,5,5,5,22,28,meaning1
19,1,1,pharmacy, ,4,3,7,1,0,0,0,1,2,0,0,2,3,1,1,0,1,1,0,2,1,1,0,2,0,0,1,1,0,6,4,2,2,3,5,7,2,2,5,2,3,2,2,5,4,2,6,2,7,6,5,7,6,5,7,6,7,6,6,6,7,7,7,1,7,6,6,6,7,26,121,31,73,28,45,6,6,7,6,6,7,5,6,7,5,32,29,44,20,13,11,2,2,2,3,4,2,3,3,5,2,1,3,3,2,1,2,2,1,2,3,2,2,2,2.8,2.33333333333333,1.6,2.2,1,1,1,1,1,1,1,1,8,4,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,18,2,7,1,2,2,4,2,3,3,1,2,2,3,4,2,2,3,4,3,5,6,3,3,2,2,2,6,4,85,4,6,7,3,3,4,3,3,2,5,6,3,6,6,3,4,4,6,5,2,6,1,6,4,5,5,1,4,2,4,4,3,32,37,35,26,2,1,2,2,3,2,4,3,4,3,1,2,3,3,2,2,1,3,2,1,2,2,3,3,1.75,3,2.5,2.5,1.75,2.5,3,3,1,2,3,3,3,2,2,3,1,2,3,1,3,35,13,13,9,3,4,4,3,2,4,4,3,4,4,4,3,15,13,3,1,3,2,1,2,1,3,2,2,1,0,0,0,0,1,0,3,0,3,2,1,1,6,6,7,27,28,meaning1
18,1,1,biology,chemistry,3.86,1,6,2,1,1,1,0,2,1,2,2,3,1,0,1,2,2,3,2,1,1,2,2,2,1,1,2,3,7,6,4,6,4,5,7,7,5,6,5,5,4,6,5,6,5,3,3,7,5,5,5,6,4,7,7,5,5,6,4,4,6,5,4,6,7,5,5,5,22,106,25,106,60,46,5,7,6,6,4,5,7,7,6,7,26,34,81,45,20,16,4,2,3,2,4,2,4,3,3,2,1,1,1,2,2,3,1,2,3,3,3,2,2,2.9,1,2,2.6,6,6,6,6,4,6,1,6,41,24,17,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,10,2,5,4,4,4,3,3,2,6,5,5,5,3,2,3,3,4,3,4,5,6,2,1,4,3,6,4,2,103,6,6,3,4,5,5,5,5,6,4,4,5,7,5,4,4,6,5,6,3,7,3,4,5,7,6,6,6,5,6,2,7,49,40,34,39,1,1,1,1,3,2,1,4,5,5,5,4,3,1,1,3,2,4,3,2,1,2,2,2,1,2.5,4.75,2,2.75,1.75,2,3,0,1,2,3,2,3,3,3,0,1,2,0,2,27,9,14,4,4,4,2,4,2,4,2,3,4,4,3,4,16,15,2,0,2,1,0,2,2,3,3,3,2,0,2,3,1,1,1,3,2,3,3,3,3,7,5,4,21,31,meaning1
18,2,2,accounting,english,2.8,1,7,0,0,3,3,0,3,4,1,2,3,2,0,4,3,2,3,2,0,2,2,4,3,3,0,4,3,6,5,2,3,5,3,3,2,5,4,3,4,5,3,6,4,4,4,4,4,5,6,7,7,3,6,7,6,7,7,7,7,7,7,3,7,2,5,6,6,26,118,31,79,45,34,6,7,7,5,7,6,5,6,7,6,31,31,97,58,22,17,5,3,5,5,5,5,3,5,3,2,2,2,3,5,1,1,3,1,2,3,3,3,3,4.1,2.33333333333333,2.2,2.8,3,5,5,3,3,1,4,1,25,16,9,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,17,1,7,7,3,4,5,5,5,4,4,2,6,2,4,5,4,6,4,4,5,4,3,4,4,4,5,4,4,119,2,6,1,4,5,6,2,6,7,5,1,4,6,6,1,1,5,6,4,3,7,4,5,3,6,6,1,5,3,7,1,7,41,46,16,33,1,1,2,1,5,5,3,5,3,1,3,1,3,3,4,4,2,1,1,1,1,2,1,1,1.25,4.5,2,3.5,1.25,1.25,2,3,0,2,1,3,3,3,3,3,0,3,3,0,3,32,13,15,4,3,3,3,3,2,3,2,3,4,3,2,3,13,12,3,1,3,2,0,1,2,1,0,1,4,4,3,3,4,0,0,2,4,3,4,4,1,6,6,7,26,25,meaning1
18,2,1,biology,nursing,3,1,7,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,3,1,2,3,5,1,1,2,1,1,1,1,4,3,1,4,1,7,6,7,7,7,6,7,6,6,7,7,7,7,7,7,2,7,7,7,7,7,27,131,34,48,16,32,7,2,1,7,5,7,1,1,7,1,33,6,16,6,2,8,3,2,5,2,4,2,4,5,1,5,1,3,3,2,1,1,1,2,1,4,4,3,4,3.3,2.33333333333333,1.4,3.2,4,3,1,6,4,1,3,1,23,14,9,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,18,1,4,2,1,2,1,2,2,2,1,4,1,2,1,3,1,2,4,1,5,5,3,3,1,3,2,1,1,61,7,7,5,6,6,7,1,7,7,5,5,6,7,6,4,4,7,7,7,5,7,6,7,7,7,5,2,3,7,5,5,6,55,48,36,44,1,1,1,1,1,5,2,5,4,3,1,2,1,1,1,4,4,1,5,1,1,1,1,1,1,3.25,2.5,1.75,2.75,1,2,3,2,3,2,3,3,3,2,3,3,3,3,3,3,41,14,14,13,3,4,2,4,2,4,4,4,4,4,2,4,16,15,3,1,3,2,0,1,0,2,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,7,6,7,27,31,meaning1
19,1,3,biology, ,3.3,1,7,0,0,4,0,0,1,2,1,1,1,1,0,1,2,1,0,1,1,2,1,2,3,1,1,0,1,5,7,3,3,4,7,7,4,2,7,4,3,2,2,6,2,3,6,7,7,6,6,6,7,5,7,4,6,7,7,6,7,4,7,4,7,7,7,5,6,28,121,27,91,44,47,5,2,2,5,6,5,2,2,3,2,24,10,57,32,14,11,3,3,1,2,1,1,5,2,4,2,1,1,1,3,2,1,1,1,4,5,3,5,5,2.4,1,1.6,4.4,5,5,5,5,6,4,4,6,40,20,20,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,13,7,6,1,7,3,4,1,1,7,1,1,7,5,1,4,5,1,4,5,7,2,1,7,1,2,4,5,7,107,7,7,6,7,4,7,5,7,2,7,5,7,7,5,1,5,7,7,5,7,7,1,3,2,6,7,1,2,1,6,1,7,41,47,27,44,1,1,3,2,5,4,1,5,5,5,5,5,2,1,1,3,1,4,1,1,1,1,1,1,1.75,3.75,5,1.75,1.75,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,44,15,14,15,4,4,2,4,2,4,1,3,4,4,4,3,15,15,3,1,3,2,0,2,3,3,2,2,1,0,2,2,0,2,0,1,1,1,2,2,3,7,7,7,25,30,meaning1
23,2,2,psychology,biology,3.25,4,7,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,5,7,3,4,3,6,6,2,2,4,2,2,2,2,3,3,2,6,2,2,5,1,7,7,2,6,7,6,6,6,7,7,7,7,6,7,7,7,6,7,27,121,24,68,33,35,6,7,5,6,6,7,6,7,7,6,32,31,34,16,12,6,4,5,5,3,4,5,5,5,5,5,1,1,1,2,1,1,4,2,1,5,4,2,5,4.6,1,2,3.4,3,3,3,1,3,1,2,1,17,10,7,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,16,1,3,1,5,1,3,3,3,7,5,6,3,3,1,1,1,2,6,1,7,7,2,2,1,1,2,7,7,92,6,6,1,1,7,2,2,2,2,6,2,1,6,5,1,1,1,6,2,1,6,2,7,2,6,7,1,1,1,2,5,1,35,36,21,10,1,1,1,1,4,5,5,5,5,1,1,1,1,2,2,5,4,2,4,2,1,2,4,2,1,4.75,2,2.5,3,2.25,2,3,1,3,2,2,1,2,1,3,1,0,0,0,3,24,9,11,4,3,4,2,4,1,4,2,4,3,3,2,3,13,15,3,1,3,2,0,1,1,1,2,1,0,0,1,1,0,0,0,4,0,2,3,2,1,7,6,7,27,28,meaning1
18,2,1,journalism,english,3.5,1,6,1,1,1,2,1,3,2,1,1,2,0,1,0,3,1,0,2,1,1,0,2,2,2,2,1,1,7,7,4,4,4,7,7,7,2,7,4,3,6,4,4,6,3,4,5,7,5,6,6,7,5,4,7,6,5,6,5,5,6,4,2,3,6,4,5,6,24,103,21,102,53,49,6,7,7,4,6,6,4,7,7,6,29,31,64,44,12,8,4,2,5,5,5,5,5,5,2,3,1,1,1,5,3,2,4,3,5,5,5,3,3,4.1,1,3.4,4.2,5,5,6,4,3,1,3,1,28,20,8,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,13,2,7,4,4,5,7,2,2,4,5,2,6,3,5,2,6,4,3,4,4,4,2,4,4,4,4,7,6,116,6,5,2,6,6,5,1,6,5,4,2,5,7,4,1,4,7,4,2,6,7,3,3,6,7,4,4,1,6,6,1,6,51,35,16,40,1,1,1,1,3,2,1,5,5,5,3,5,2,2,3,2,4,5,3,3,3,3,2,1,1,2.75,4.5,2.25,3.75,2.25,2,2,2,3,2,2,2,3,3,3,2,2,1,2,2,33,12,12,9,3,3,4,2,3,3,4,3,4,3,4,3,13,11,2,1,2,2,0,4,2,2,4,2,1,1,2,3,0,1,0,1,2,1,1,2,1,7,5,6,25,24,meaning1
19,2,1,psychology,undecided,3.75,1,7,0,0,2,1,0,0,0,2,2,2,1,0,0,1,2,1,1,1,2,1,0,1,1,0,0,2,5,4,3,4,4,5,6,2,2,4,2,2,2,4,4,3,2,5,4,4,5,5,6,6,5,5,4,5,6,6,6,5,6,4,7,6,6,6,4,6,26,109,24,71,35,36,6,5,2,3,6,6,2,2,7,2,28,13,44.1849315068493,25.1849315068493,9,10,5,5,5,5,5,5,5,5,5,5,4,1,1,2,2,1,1,2,3,4,4,5,5,5,2,1.6,4.2,3,5,5,1,1,1,1,1,18,14,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,19,3,6,3,4,2,2,4,3,3,5,2,4,3,1,5,3,5,5,2,3,2,2,4,4,2,3,5,2,92,7,3,5,5,6,7,4,3,5,3,6,3,7,6,6,4,7,5,5,3,7,6,6,6,7,4,2,2,6,5,5,5,52,39,39,31,1,2,2,2,4,5,3,5,4,1,1,2,2,1,3,5,4,4,3,4,2,4,4,2,1.75,4.25,2,2.75,3.75,3,2,3,2,3,2,2,1,2,1,3,2,2,2,2,2,31,11,10,10,3,3,2,3,2,3,2,3,4,3,3,3,13,12,2,1,3,2,1,1,0,2,2,2,2,1,2,1.18493150684932,0,1,0,2,0,1,0,2,1,7,6,6,23,25,meaning1
19,2,1,education, ,3.5,2,7,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,4,5,4,2,2,5,6,2,2,6,2,6,6,2,6,3,1,2,1,7,6,5,7,7,6,6,7,6,6,6,7,6,7,6,1,7,6,7,6,6,25,121,31,74,35,39,5,5,3,5,7,5,5,7,6,5,28,25,31,10,13,8,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,3,1,1,3,5,3,3,5,5,1,1.4,3.8,1,3,3,4,1,1,1,1,15,11,4,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,2,5,5,2,2,4,3,3,3,1,5,2,4,1,3,1,2,4,2,2,2,3,5,3,1,1,1,1,73,7,6,2,1,5,5,1,1,3,4,1,1,7,7,1,1,7,7,5,1,7,3,3,1,7,6,1,2,7,6,7,2,50,44,21,10,2,2,2,2,3,5,5,5,2,2,2,1,2,2,2,5,5,5,5,5,3,4,4,4,2,4.5,1.75,2.75,5,3.75,2,3,2,3,2,3,3,3,3,3,3,2,2,0,3,37,13,15,9,3,4,2,2,2,4,3,3,4,3,2,3,14,12,3,1,3,2,0,2,1,2,2,2,0,0,0,1,0,0,0,2,0,4,2,2,1,7,5,6,26,26,meaning2
19,2,2,english, ,2.75,1,5,2,2,2,2,2,2,2,3,2,3,2,1,2,1,2,2,2,1,2,2,2,2,3,2,2.5,3,3,3,4,3,4,5,4,3,6,3,3,5,4,2,4,3,4,5,5,4,1,4,2,4,4,6,7,4,5,4,5,3,3,7,4,7,1,4,5,3,15,83,24,77,46,31,6,7,5,5,3,5,5,6,7,6,26,29,96.5,55,21,20.5,5,5,5,5,5,5,5,5,2,5,1,1,1,5,2,2,4,4,3,4,5,2,4,4.7,1,3.4,3.6,1,1,1,1,1,1,1,1,8,4,4,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,15,7,2,4,4,1,3,4,5,4,3,6,2,6,1,4,3,2,6,2,1,2,6,6,6,4,2,1,1,98,7,2,1,5,5,5,6,1,7,7,6,7,7,7,7,7,7,7,7,5,6,3.93939393939394,3,1,7,4,1,5,4,5,2,4,50,40.9393939393939,33,35,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,2,3,4,4,5,1,2,1,1,1.5,4,2,1,1,1,2,2,2,2,1,2,0,3,2,2,1,24,10,7,7,4,2,3,3,3,2,4,4,4,3,3,3,12,13,1,0,1,1,2,3,3,3,3,3,3,3,3,3,0,4,2,1,0,1,2,2,2,1,4,5,13,25,meaning2
19,2,2,elementary education, ,2.8,1,7,0,0,3,0,0,1,0,2,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,7,6,3,5,5,7,7,1,6,7,5,3,2,1,6,7,5,7,7,7,6,6,7,7,6,7,7,6,7,7,7,7,7,6,1,7,6,7,7,7,27,128,27,104,49,55,6,7,5,6,5,5,7,6,7,7,29,32,42,22,11,9,2,4,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4.6,2.33333333333333,5,5,2,3,2,1,1,1,1,1,12,8,4,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,15,2,2,3,2,2,4,4,3,5,4,2,6,2,4,5,3,4,6,2,5,4,3,4,4,4,1,6,1,97,7,6,2,1,5,6,2,1,5,5,5,3,7,1,1,2,4,7,4,1,6,7,6,1,7,1,1,2,4,5,2,2,45,38,23,13,2,2,2,2,5,5,5,5,1,1,4,1,2,3,3,3,5,5,4,3,3,5,5,5,2,5,1.75,2.75,4.25,4.5,3,3,0,3,1,3,3,3,2,3,0,3,2,0,3,32,15,14,3,3,4,2,2,3,4,4,3,3,4,2,4,15,12,3,1,3,2,1,1,1,2,2,2,2,0,1,2,0,2,0,2,0,3,0,0,2,7,6,7,27,27,meaning2
18,1,1,journalism,public relations,.75,1,7,1,1,4,2,1,3,4,1,4,3,3,2,4,4,4,0,3,3,4,1,3,1,1,1,2,3,2,5,6,6,7,7,7,7,6,7,4,3,5,6,7,7,6,7,2,7,4,6,7,7,5,7,3,3,5,4,5,5,1,3,7,6,7,3,1,7,25,96,14,114,63,51,5,7,6,3,6,6,7,7,6,6,26,33,101,54,24,23,1,1,3,1,4,1,5,5,2,1,1,4,1,4,2,4,2,1,4,4,2,1,1,2.4,2,2.6,2.4,5,3,5,1,5,6,4,3,32,14,18,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,9,5,7,7,7,7,1,4,1,7,7,1,3,2,6,4,5,6,1,3,6,7,1,3,5,7,7,7,1,128,7,7,5,2,7,7,3,2,7,7,4,6,7,7,2,1,7,7,7,1,7,5,4,4,7,7,4,7,1,7,5,4,50,54,34,27,1,1,1,2,1,1,1,1,4,2,3,4,1,1,4,1,1,1,1,1,1,1,2,1,1.25,1,3.25,1.75,1,1.25,1,2,3,2,3,3,2,2,3,3,0,3,2,3,2,34,11,12,11,4,2,4,3,1,3,4,3,4,3,4,2,11,13,2,1,3,2,0,4,2,4,3,3,4,0,2,2,1,3,0,0,2,0,2,4,2,7,4,7,24,24,meaning2
18,2,2,biology,spanish, ,1,5,3,3,1,2,3,1.03040540540541,0,2,1,0,1,3,0,4,4,1,4,4,1,1,1,1,4,3,0,3,3,5,4,5,2,5,5,5,5,4,2,6,6,2,3,6,2,1,6,2,2,3,5,3,4,4,6,3,5,3,3,4,4,5,2,3,3,3,2,3,19,70,12,79,50,29,3,5,3,3,3,3,6,6,4,5,16,25,105.030405405405,63.0304054054054,29,13,2,1,4,1,3,4,4,2,3,2,2,2,2,4,2,3,2,3,2,3,4,2,3,2.6,2,2.8,2.8,1,1,1,1,1,1,1,1,8,4,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,6,2,6,5,2,6,7,5,3,6,2,5,7,3,6,4,6,4,5,5,6,7,3,1,1,5,5,127,7,1,1,1,6,5,3,6,5,1,1,5,5,1,7,7,6,2,2,2,6,2,4,4,6,1,1,1,7,6,4,4,48,19,23,30,5,5,5,2,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,2,2,3,4.25,4.75,5,5,4.25,2.5,1,1,2,3,2,2,0,1,0,1,3,0,0,1,0,17,5,4,8,2,2,4,3,4,2,4,2,2,3,4,2,9,9,1,0,1,1,1,3,3,4,4,4,4,2,4,4,0,2,2,1,3,4,2,4,3,5,5,4,14,18,meaning2
18,2,1,Biology, ,3.5,1,7,0,0,3,0,0,2,1,1,2,2,0,0,2,1,2,0,2,0,3,1,0,2,1,0,1,2,4,5,2,2,4,6,4,4,2,4,2,4,4,4,5,4,2,4,2,4,6,5,7,7,4,6,5,7,7,7,6,6,7,4,5,7,6,7,6,7,28,122,30,72,37,35,6,5,5,6,6,5,4,6,4,4,27,24,50,31,4,15,5,5,5,5,5,5,5,5,5,5,1,2,2,3,1,1,2,1,1,1,1,3,3,5,1.66666666666667,1.6,1.8,3,3,2,4,3,6,3,1,25,12,13,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,15,2,5,6,4,3,4,4,3,5,4,3,5,3,6,4,5,6,4,3,4,3,3,2,2,5,3,4,3,108,5,5,5,4,5,4,1,4,3,7,3,5,7,6,1,3,2,6,3,4,5,2,5,4,5,4,6,5,3,6,3,5,35,40,27,34,1,1,1,1,4,5,4,3,1,1,1,1,1,1,1,1,3,3,1,1,3,2,2,2,1,4,1,1,2,2.25,3,3,1,3,0,3,2,3,2,3,0,1,0,0,3,27,12,14,1,3,3,2,3,3,4,3,3,4,3,2,4,14,13,3,1,3,2,0,3,1,3,2,2,1,0,1,1,1,2,1,1,1,0,0,0,2,7,7,7,28,27,meaning2
21,2,1,Chemistry,Biology,3.5,3,6,1,1,1,0,0,1,0,2,3,1,1,1,0,1,3,0,2,2,1,1,1,0,0,1,0,2,4,5,4,3,2,6,6,3,4,5,4,3,3,4,4,4,2,5,5,6,5,5,6,6,6,6,7,5,5,6,6,5,7,5,5,7,5,5,5,6,22,113,29,82,42,40,5,4,5,5,5,6,6,6,6,5,27,26,54,25,16,13,5,5,5,5,5,5,5,5,5,5,2,2,2,3,1,1,1,2,4,4,4,3,3,5,2,1.6,3.6,1,1,1,3,1,3,1,1,12,6,6,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,17,3,4,4,5,4,2,3,3,5,2,5,3,4,3,3,4,3,6,2,3,5,3,3,3,2,2,6,4,99,7,5,5,5,5,6,5,2,3,5,2,3,7,5,2,2,7,6,3,2,6,3,5,2,7,5,2,3,7,6,4,2,49,41,28,21,1,1,1,2,4,4,2,5,2,2,3,2,1,1,2,3,2,3,2,2,4,4,4,4,1.25,3.75,2.25,1.75,2.25,4,1,2,1,2,1,3,1,2,2,3,2,1,1,1,2,25,8,11,6,3,3,1,4,2,3,3,3,3,3,2,3,12,13,3,0,2,1,0,1,1,3,2,2,2,0,2,2,0,1,0,3,0,4,2,2,1,5,5,6,23,25,meaning2
21,2,2,Psychology,Sociology,3,3,7,0,0,0,0,0,0,0,3,0,0,0,4,0,1,0,.402027027027027,2,0,4,0,0,0,0,0,0,2,3,1,2,1,4,7,6,1,1,4,1,1,1,1,1,1,1,4,4,2,6,5,7,7,5,7,6,6,7,7,7,7,7,7,3,7,7,7,6,7,26,128,29,47,19,28,7,1,1,7,6,6,1,1,7,1,33,5,33.402027027027,23.402027027027,2,8,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,1,4,3,5,5,4,4,5,5,3.66666666666667,3.4,4.6,1,1,1,1,1,1,1,1,8,4,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,17,1,4,1,1,1,1,4,1,1,2,2,1,2,1,3,5,5,4,1,6,1,1,7,4,1,1,1,1,64,7,7,7,1,6,2,5,1,7,6,1,1,7,7,1,4,7,7,1,1,7,1,5,1,7,2,1,1,7,6,1,1,55,38,22,11,1,3,2,1,2,2,5,5,5,1,1,2,1,1,1,4,5,5,1,5,5,5,5,5,1.75,3.5,2.25,1.75,4,5,3,3,0,3,0,3,3,3,3,3,1,1,0,0,3,29,13,15,1,3,4,3,1,1,3,4,4,4,4,3,4,16,11,3,1,3,2,0,2,4,2,2,2,1,0,0,0,0,0,1,2,0,0,0,0,1,7,5,7,27,27,meaning2
19,2,1,Marketing, ,2.5,1,4,1,0,3,0,0,1,3,1,2,1,0,0,2,1,0,0,1,2,3,0,0,2,1,0,0,2,4,7,2,5,5,4,7,5,3,6,5,2,5,2,6,4,2,2,6,6,5,6,4,4,4,7,7,5,6,7,4,3,4,7,4,7,4,4,3,5,18,100,31,88,49,39,2,5,4,4,5,5,6,4,6,7,22,26,49,23,13,13,2,4,5,5,4,5,3,3,4,2,1,1,1,3,1,3,2,3,2,3,3,3,5,3.7,1,2.4,3.2,1,3,1,1,4,4,1,5,20,6,14,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,15,3,5,3,4,3,2,2,2,7,7,3,5,5,5,2,6,6,4,7,5,7,1,3,6,5,5,6,3,122,7,7,4,4,6,7,5,1,7,4,4,5,7,4,5,2,7,4,6,1,7,7,7,1,7,6,5,6,7,6,6,4,55,45,42,24,2,4,3,2,3,4,5,4,5,2,5,4,5,5,5,5,3,4,3,2,5,5,5,5,2.75,4,4,5,3,5,1,2,0,2,1,3,1,1,1,2,3,3,2,0,1,23,9,8,6,3,2,3,3,2,4,1,3,4,3,2,2,11,13,2,0,1,1,1,2,2,3,1,2,1,0,1,1,0,2,0,1,1,2,2,1,0,6,3,5,18,24,meaning2
