pil1_1,pil2_1,pil3_1,pil4_1,pil5_1,pil6_1,pil7_1,pil8_1,pil9_1,pil10_1,pil11_1,pil12_1,pil13_1,pil14_1,pil15_1,pil16_1,pil17_1,pil18_1,pil19_1,pil20_1,song1_1,song2_1,song3_1,song4_1,song5_1,song6_1,song7_1,song8_1,song9_1,song10_1,song11_1,song12_1,song13_1,song14_1,song15_1,song16_1,song17_1,song18_1,song19_1,song20_1,mist1_1,mist2_1,mist3_1,mist4_1,mist5_1,mist6_1,mist7_1,mist8_1,mist9_1,mist10_1,mist11_1,mist12_1,mist13_1,mist14_1,mist15_1,mist16_1,mist17_1,mist18_1,mist19_1,mist20_1,pq1_1,pq2_1,pq3_1,pq4_1,pq5_1,pq6_1,pq7_1,pq8_1,piltotal,songtot,songa,songb,misttot,mista,mistb,mistc,pqtotal,lpq1_1,lpq2_1,lpq3_1,lpq4_1,lpq5_1,lpq6_1,lpq7_1,lpq8_1,lpq9_1,lpq10_1,lpq11_1,lpq12_1,lpq13_1,lpq14_1,lpq15_1,lpq16_1,lpq17_1,lpq18_1,lpq19_1,lpq20_1,lpqtotal,oq1_1,op2_1,oq3_1,oq4_1,oq5_1,oq6_1,oq7_1,oq8_1,oq9_1,oq10_1,oq11_1,oq12_1,oq13_1,oq14_1,oq15_1,oq16_1,oq17_1,oq18_1,oq19_1,oq20_1,oq21_1,oq22_1,oq23_1,oq24_1,oq25_1,oq26_1,oq27_1,oq28_1,oq29_1,oq30_1,oq31_1,oq32_1,oq33_1,oq34_1,oq35_1,oq36_1,oq37_1,oq38_1,oq39_1,oq40_1,oq41_1,oq42_1,oq43_1,oq44_1,oq45_1,oqtotal,oqsd,oqir,oqsr,sex,years,ethnicit,religiou,grades,pilstarr,pil5,pil15,factor1,factor2,factor3,pilf1mf,pilf2mf,pilf3mf,userid
5,4,6,7,5,5,5,4,5,3,6,5,4,6,3,7,7,4,5,5,4,4,2,3,3,5,5,2,5,5,4,1,4,4,6,5,1,3,2,5,6,5,4,6,5,7,7,5,6,6,4,4,3,4,5,6,4,5,5,3,3,3,3,3,0,0,0,3,101,73,35,38,100,29,38,33,15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,18,0,1,1,3,2,2,2,0,1,2,1,2,1,1,0,2,2,2,1,1,1,4,0,1,1,3,2,3,1,0,2,2,2,1,0,0,0,2,0,0,0,1,1,0,1,55,27,14,14,2,18,1,1,2.9,87,30,71,28,18,31,33,15,28,logo33
5,5,7,7,5,5,7,6,5,6,5,4,5,7,6,3,7,5,5,6,4,6,2,3,3,6,6,3,3,5,2,2,4,3,4,5,3,4,4,6,6,5,6,5,6,7,6,6,6,6,6,6,5,7,6,7,6,7,6,3,-3,-3,0,0,-2,-2,-2,-2,111,78,38,40,118,38,43,37,-14,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,0,1,1,3,3,1,2,0,0,2,0,2,1,1,1,2,1,1,0,0,1,2,1,1,0,0,1,2,1,1,1,0,0,2,0,1,1,3,0,1,2,1,1,0,2,47,26,9,12,2,20,1,1,3.6,91,30,81,31,20,34,40,19,26,logo34
3,3,5,4,2,3,5,5,3,3,2,2,6,3,3,4,4,6,3,3,5,6,4,6,6,5,7,7,6,4,3,5,5,4,4,5,2,1,3,4,5,5,6,6,4,6,7,4,6,4,6,6,4,6,5,7,5,7,5,1,0,3,-3,-3,-3,-3,-3,-3,72,92,57,35,105,35,35,35,-15,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,6,1,4,4,4,3,3,3,1,3,2,0,3,2,1,3,4,1,4,3,3,2,2,2,2,2,0,2,3,3,3,3,0,3,2,0,3,3,2,2,3,3,4,3,0,3,107,62,28,17,2,22,1,1,3.5,61,16,56,19,12,19,26,13,14,logo35
6,5,6,7,5,6,7,6,6,6,6,7,7,5,6,7,6,4,6,6,5,5,3,6,4,7,6,2,5,5,4,3,3,3,4,3,4,4,2,6,7,6,6,6,5,7,6,7,6,5,6,6,6,6,6,7,5,6,6,2,-2,-2,3,-2,-2,2,-2,-2,120,84,44,40,117,36,45,36,-7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,0,3,1,1,0,0,0,0,0,1,0,4,0,4,0,2,1,1,1,2,0,0,1,0,1,1,1,1,1,0,2,3,0,1,2,1,1,0,1,1,2,0,2,45,19,14,12,1,22,1,1,3.8,102,31,89,34,18,39,39,18,32,logo36
5,5,7,5,4,4,7,6,6,6,4,4,7,7,7,7,5,5,5,6,5,6,4,4,4,7,7,7,2,6,4,2,2,4,4,5,4,4,4,6,7,5,6,7,6,7,7,7,7,2,7,7,6,7,6,7,5,7,6,3,3,0,-3,0,0,0,0,-1,112,91,47,44,122,40,44,38,-1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,16,1,2,0,3,3,2,2,0,2,2,0,2,1,3,1,2,0,2,1,1,1,1,1,1,2,0,1,1,1,0,1,0,0,1,0,0,2,1,0,0,2,1,2,0,1,50,26,13,11,2,21,1,1,3.6,91,26,86,31,18,30,37,19,22,logo37
5,5,6,7,6,4,7,5,5,6,6,6,6,6,7,6,7,1,5,6,5,6,4,3,3,4,5,3,3,5,3,2,3,5,3,2,2,7,2,5,7,6,6,6,6,7,6,7,7,6,7,1,6,6,7,7,7,7,7,2,1,2,2,3,3,0,0,0,112,75,39,36,121,35,47,39,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0,2,0,2,2,2,2,0,1,1,1,1,0,1,0,2,1,1,1,0,1,2,1,0,1,0,1,2,1,1,1,0,1,2,0,2,1,2,1,1,0,1,0,1,2,45,25,9,11,2,29,1,1,2.5,92,31,81,31,19,36,37,17,28,logo38
5,6,5,7,7,7,7,2,5,7,6,7,6,7,7,7,7,7,6,5,3,7,5,5,5,7,7,7,2,7,6,2,3,3,3,2,2,1,4,6,7,6,2,7,5,7,7,7,7,7,7,6,6,7,7,5,2,6,6,1,3,3,3,3,3,3,3,3,123,87,51,36,115,35,44,36,24,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,17,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,5,1,5,2,19,1,2,2,102,30,93,31,17,41,47,12,32,logo39
5,5,5,6,5,5,6,4,5,3,5,3,5,5,3,6,3,6,1,2,2,4,5,6,4,7,7,4,3,6,3,2,2,5,5,2,4,2,5,2,4,5,3,5,6,6,4,4,5,4,5,6,3,4,3,4,5,3,5,2,3,3,3,3,3,3,0,3,88,80,47,33,86,29,28,29,21,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,10,2,3,3,4,3,2,4,0,2,3,1,3,1,1,0,1,4,2,0,2,3,2,2,1,1,2,1,3,2,1,3,1,2,1,0,1,4,3,2,1,3,1,3,3,2,89,41,25,23,2,19,1,2,3,74,21,67,25,10,28,29,11,24,logo40
5,4,6,7,4,5,5,6,5,6,5,5,6,6,3,6,5,6,4,6,5,5,4,5,3,4,6,4,3,5,3,2,3,4,2,4,4,2,4,4,2,3,5,5,4,6,6,5,5,6,5,6,5,5,5,2,4,6,5,5,3,3,3,3,-3,0,3,0,105,76,44,32,95,28,38,29,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,19,0,2,1,2,2,2,2,0,1,1,1,1,1,3,1,4,4,2,1,2,1,3,0,1,1,1,0,2,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,2,0,59,25,19,15,2,18,1, ,3,91,28,77,28,17,33,34,18,27,logo41
5,6,7,7,5,7,7,5,6,7,6,7,5,7,6,7,6,6,6,7,6,2,2,2,4,5,6,5,1,6,2,2,2,2,6,2,2,5,3,6,7,5,5,6,6,6,6,6,6,6,6,6,2,5,5,5,5,6,6,2,3,0,3,3,0,0,0,2,125,71,29,42,107,35,39,33,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0,1,1,2,2,1,1,0,1,1,1,1,0,2,0,0,4,0,0,0,0,2,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,2,32,17,6,9,2,18,1,1,3,105,32,93,33,20,41,43,19,32,logo42
4,3,7,7,5,7,5,7,7,7,7,7,7,3,5,7,7,3,5,7,7,6,4,4,4,5,7,5,4,4,2,2,2,2,2,2,2,7,7,7,4,4,3,7,7,7,7,7,7,4,7,4,7,7,7,7,7,7,7,1,3,3,3,3,3,3,3,3,117,85,44,41,118,39,40,39,24,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,17,0,2,2,4,2,2,2,0,2,3,0,1,0,4,0,4,0,1,1,0,2,4,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,3,0,3,4,0,0,0,1,52,29,8,15,2,22,2,1,2,104,35,82,31,21,40,35,21,32,logo43
5,5,6,6,5,4,6,5,5,4,3,3,6,5,1,7,6,6,5,6,4,3,5,3,4,4,6,6,2,3,2,4,2,4,3,5,5,5,2,4,6,2,5,5,3,7,7,2,6,4,3,2,4,3,7,2,1,7,5,2,-3,0,-3,-3,-3,-2,-3,-3,99,76,42,34,83,22,35,26,-20,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,14,0,2,1,2,2,2,0,0,0,2,0,2,2,1,2,2,0,2,0,1,1,2,2,1,2,0,0,3,0,0,2,0,2,0,0,2,3,2,0,1,2,1,1,0,2,52,32,9,11,2,18,2,1,2.53,87,26,73,30,18,26,37,17,21,logo44
6,6,7,7,6,5,7,7,6,6,5,6,7,5,5,5,6,4,6,6,3,3,4,2,4,5,7,4,5,5,2,2,4,2,5,2,3,5,2,3,7,5,6,7,5,7,7,6,7,3,5,6,5,7,7,7,5,3,7,1,3,3,3,3,0,3,3,3,118,72,37,35,113,33,42,38,21,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,17,1,2,2,3,1,1,0,0,1,1,0,1,0,2,0,2,0,0,2,0,0,2,0,0,1.2189349112426,0,0,4,0,0,0,0,0,0,0,1,2,2,1,1,2,0,1,1,2,39.2189349112426,17.2189349112426,8,14,2,18,2,1,2.5,101,30,88,37,19,36,41,20,29,logo45
4,4,5,4,5,4,7,5,5,5,4,4,7,3,7,4,7,4,4,5,3,6,4,3,5,6,7,3,5,3,2,2,2,5,4,1,4,4,4,6,7,6,6,6,7,7,7,7,6,6,7,4,6,6,5,6,6,7,6,3,0,0,0,0,0,0,0,0,97,79,45,34,121,37,46,38,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,50,22,18,2,20,2,1,3.4,80,25,72,27,17,28,36,15,20,logo46
4,4,6,5,3,5,4,3,4,5,1,3,6,3,3,5,6,6,5,5,6,6,3,6,4,6,6,6,6,6,3,4,4,4,4,6,6,4,4,4,5,6,6,6,4,7,4,4,5,4,5,6,5,6,5,6,4,6,4,2,2,2,-3,-3,-3,-3,-1,1,86,98,56,42,100,31,37,32,-8,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,11,1,3,2,3,3,2,0,0,2,2,1,2,2,2,2,3,1,3,2,1,1,2,3,2,2,0,2,2,3,2,2,0,2,2,1,2,2,3,3,2,2,3,2,0,1,83,50,17,16,2,19,1,1,2,76,21,65,23,17,23,33,14,18,logo47
6,6,5,6,5,7,7,5,7,7,7,6,4,5,5,7,4,5,5,4,2,2,2,3,6,4,7,1,4,4,2,2,2,4,7,3,2,5,3,2,5,4,4,4,3,5,6,4,5,4,5,4,2,4,4,2,4,4,5,2,0,0,3,3,0,0,0,3,113,67,33,34,80,23,29,28,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,19,0,1,1,1,2,1,0,0,1,2,1,3,0,0,0,1,1,1,2,2,0,4,1,0,3,2,1,2,1,0,0,0,3,2,0,2,3,4,1,0,1.38938053097345,2,1,2,4,59.3893805309735,33.3893805309735,13,13,1,19,1,1,3,96,28,85,34,13,40,39,14,32,logo48
6,5,6,6,6,6,7,7,7,7,7,7,7,7,6,7,6,4,5,6,5,5,6,1,5,6,5,6,3,6,1,2,6,6,6,2,5,5,5,7,7,5,7,7,3,7,3,5,5,1,7,6,7,7,2,6,7,7,5,3,3,3,3,3,3,3,3,3,125,93,51,42,107,34,39,34,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,18,0,0,0,3,3,1,0,0,0,0,0,3,0,2,1,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,8,4,12,2,20,1,1,3.25,105,32,93,36,18,40,40,19,32,logo49
4,6,7,5,3,4,6,5,7,7,6,4,5,4,4,7,6,1,4,6,4,4,4,3,3,5,6,5,5,4,4,2,4,4,3,2,4,4,5,5,6,5,5,4,4,6,7,5,6,4,6,6,4,6,4,3,3,5,4,4,0,0,3,3,3,3,3,3,101,80,47,33,97,28,36,33,18,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,16,0,2,0,3,2,2,2,0,1,0,.5,3,0,1,2,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,2,1,1,0,2,0,2,1,0,1,0,0,0,2,37.5,21.5,2,14,2,19,1,1,2.7,87,30,71,29,19,32,33,18,23,logo50
5,6,7,7,7,6,7,6,6,7,7,6,6,6,7,7,7,7,6,6,4,5,3,4,2,2,7,1,2,3,1,4,2,4,4,3,3,4,4,4,7,4,7,7,7,7,7,6,7,2,7,4,5,5,6,7,7,5,4,1,3,0,3,1,-2,2,-1,3,129,66,35,31,112,34,41,37,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0,2,1,3,2,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,1,2,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,27,15,1,11,2,19,1,1,3,109,33,96,36,20,40,47,19,31,logo51
5,5,7,7,6,5,7,5,6,6,5,5,7,6,5,7,6,7,5,6,5,3,4,2,3,5,6,1,1,2,1,2,2,1,3,3,1,3,1,3,7,6,2,6,7,7,7,6,6,7,6,7,5,6,7,6,5,7,5,2,3,3,3,3,0,1,-2,3,118,52,22,30,117,38,42,37,14,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,18,0,1,1,2,2,2,0,0,0,0,1,1,0,2,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,2,30,19,4,7,2,20,1,1,3.4,100,30,88,32,19,35,42,18,27,logo52
3,3,5,5,3,6,7,5,5,5,6,5,6,6,5,7,5,5,5,5,2,5,3,5,5,6,6,3,2,5,2,4,2,5,5,4,4,5,2,5,4,6,6,6,4,6,6,5,7,4,6,4,4,6,6,6,4,5,7,1,1,2,2,3,-1,0,-1,1,102,80,42,38,103,32,36,35,7,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,15,1,1,1,2,3,3,2,0,1,1,0,2,1,3,1,2,1,2,1,2,1,2,1,2,1,0,0,2,2,1,2,0,2,3,1,2,2,3,1,3,3,2,2,1,4,73,42,16,15,2,19,1,1,3.5,84,26,76,24,15,34,33,15,25,logo53
5,3,5,5,2,5,5,5,4,3,3,3,5,5,3,2,4,5,4,3,6,5,4,4,5,4,5,2,4,4,4,5,4,4,4,5,4,5,4,3,5,3,4,4,4,6,7,4,4,4,5,2,4,5,5,2,4,2,6,3,3,3,3,3,3,3,3,3,79,85,49,36,83,21,33,29,24,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,8,1,2,2,2,1,3,2,1,3,2,2,3,1,1,1,2,2,2,3,1,2,3,3,2,2,2,1,1,2,1,2,3,1,1,2,2,2,3,3,3,2,2,2,1,2,87,48,20,19,1,19,1,1,3,66,19,60,23,12,24,26,13,21,logo54
4,5,6,7,7,7,7,4,5,7,4,2,5,6,6,6,6,7,5,5,6,6,4,4,5,7,7,6,5,5,3,5,5,4,4,5,4,3,3,6,6,6,6,6,5,6,5,5,5,4,5,6,5,6,6,5,4,7,7,3,3,3,0,2,-3,0,1,2,111,97,54,43,108,35,41,32,8,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,17,1,2,0,2,2,1,2,0,1,1,1,1,1,1,1,2,3,2,1,1,1,2,1,1,2,3,2,2,2,1,1,2,1,1,0,1,3,1,1,2,2,1,2,1,1,63,30,21,12,1,19,1,1,4,92,27,84,30,17,34,44,15,24,logo55
4,3,5,5,5,5,6,5,5,6,5,2,3,5,4,4,4,5,5,5,2,5,5,4,3,6,7,2,3,3,4,6,6,5,3,3,3,4,4,5,7,2,4,6,4,6,4,7,4,5,7,4,2,5,6,4,2,6,7,4,-2,-2,-1,-3,2,0,0,2,91,83,50,33,96,32,41,23,-4,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,14,1,2,2,3,3,1.82388059701493,0,0,0,0,0,0,1,1,1,0,4,2,2,2,4,4,2,0,1,0,1,3,3,1,1,1,0,3,3,0,4,1,.934718100890208,0,0,0,1,0,4,63.7585986979051,32.8238805970149,17,13.9347181008902,2,19,1,1,3.3,76,24,67,27,14,29,34,15,21,logo56
5,5,7,6,6,6,7,5,5,6,5,6,6,6,6,7,6,6,6,6,5,6,2,1,4,7,7,4,5,6,2,3,1,2,5,4,1,2,3,5,7,4,4,6,6,7,7,7,6,7,7,6,4,6,6,7,1,6,5,1,0,0,-2,0,0,0,-1,-1,118,75,34,41,110,37,42,31,-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,19,0,1,0,1,2,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,7,1,4,2,19,1,1,3.6,99,28,90,32,19,36,42,18,28,logo57
6,6,7,7,6,7,7,7,7,7,7,6,6,6,6,7,7,6,6,7,6,4,4,2,2,6,6,3,2,6,2,2,2,2,5,3,2,6,2,5,7,5,6,6,6,7,6,6,6,5,6,6,6,7,5,7,6,6,5,3,2,2,3,2,0,0,2,3,131,72,29,43,117,36,44,37,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0,1,1,2,1,1,1,0,1,1,1,0,0,2,0,0,1,1,1,0,0,2,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,2,33,21,5,7,2,20,1,1,3.96,112,35,96,38,21,41,45,21,33,logo58
5,5,7,7,6,2,6,5,6,6,7,5,5,5,7,7,6,5,5,6,5,5,4,3,3,6,6,1,2,7,2,3,2,4,4,3,4,3,3,6,7,3,4,5,4,7,7,5,4,7,2,4,3,4,5,7,5,7,3,3,2,3,3,3,0,0,0,-2,113,76,36,40,96,27,39,30,9,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18,0,2,1,3,2,1,0,0,1,1,0,1,0,2,0,2,0,0,1,0,0,2,0,1,1,0,1,2,1,0,0,0,1,2,0,1,0,2,0,1,0,0,0,0,2,34,21,3,10,2,20,1,1,3.3,95,32,81,32,19,33,39,18,26,logo59
5,6,7,6,5,7,6,5,6,6,6,5,7,6,5,7,6,1,6,5,4,3,2,4,3,7,7,2,4,5,4,5,2,5,4,4,3,4,3,4,7,6,7,6,6,7,6,6,6,4,6,6,6,7,6,7,7,7,6,1,3,3,3,3,3,3,3,3,113,79,40,39,120,38,43,39,24,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,16,0,1,1,2,2,2,3,0,1,1,1,1,0,1,1,1,1,1,1,0,1,2,1,1,1,2,1,2,1,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,49,26,11,12,2,20,6,1,3.5,96,29,84,33,18,36,36,17,29,logo60
6,5,6,7,5,6,7,5,6,6,6,5,3,5,6,5,7,3,5,6,4,4,2,2,5,6,6,1,1,6,2,2,2,2,2,4,2,6,2,6,6,6,6,4,5,7,7,6,6,7,7,5,6,6,6,7,1,7,4,2,-3,-3,3,-3,-3,-3,-3,3,110,67,27,40,111,35,43,33,-12,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,17,0,1,1,2,3,2,2,0,2,1,1,1,0,1,2,3,0,1,1,1,0,2,1,1,0,0,1,3,0,0,0,0,1,2,0,1,1,2,0,0,2,1,0,0,2,45,27,9,9,2,19,1,1,2.9,92,32,78,32,19,37,38,17,30,logo61
4,4,6,6,5,4,6,6,5,7,5,5,5,4,3,6,6,3,6,6,5,5,4,5,3,4,5,2,2,4,2,3,2,2,3,4,2,4,3,4,7,4,4,5,6,7,7,4,6,5,7,4,3,4,6,7,3,6,4,2,0,0,-3,-3,0,0,-3,-3,102,68,35,33,101,34,36,31,-12,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,17,1,1,0,2,2,2,2,0,1,2,0,1,1,3,0,3,0,1,2,2,2,1,1,1,0,0,1,1,1,1,1,0,1,2,0,1,2,2,1,0,2,1,2,0,2,52,24,16,12,2,21,2,1,2.75,89,28,74,30,18,33,37,18,24,logo62
5,5,7,7,5,5,6,6,5,7,7,7,6,6,5,7,7,1,5,6,5,4,3,2,3,5,6,4,3,4,3,3,3,2,3,3,2,4,2,5,7,6,7,5,6,7,7,6,7,7,7,4,5,6,4,7,5,7,5,2,3,3,3,3,3,3,3,3,115,69,34,35,117,36,43,38,24,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18,0,2,2,2,1,1,3,0,1,1,0,1,1,2,1,3,1,2,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1,4,1,1,1,1,1,3,1,1,47,17,21,9,1,21,2,1,2.7,98,32,83,31,20,39,36,19,31,logo63
4,4,5,3,3,3,6,5,4,4,3,3,7,3,5,2,4,4,3,4,5,4,4,5,3,4,3,5,4,5,5,4,4,3,5,4,4,2,4,5,7,5,6,6,6,5,6,7,7,3,7,4,5,6,6,6,6,6,7,7,3,3,3,3,3,3,0,0,79,82,49,33,118,36,47,35,18,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,7,1,3,2,4,3,3,2,3,3,4,1,3,3,3,2,3,2,4,2,2,2,3,3,2,3,2,4,3,2,1,2,0,4,1,4,3,2,4,1,2,2,3,3,1,3,113,68,24,21,2,21,2,1, ,65,18,61,23,13,22,28,14,16,logo64
6,6,6,5,5,5,7,5,5,6,6,6,7,7,6,7,6,7,7,6,4,7,4,5,4,7,7,5,6,6,2,6,4,2,6,6,5,3,5,6,6,5,5,7,6,7,7,7,7,6,6,7,7,7,6,1,2,7,5,2,3,3,3,3,3,3,3,3,121,100,55,45,113,32,46,35,24,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,16,0,0,3,4,4,2,0,0,1,1.18975903614458,1,1,1,2,2,3,4,1,0,0,1,3,1,0,3,0,0,1,0,0,1,0,0,0,0,1,3,3,2,4,3,0,1,1,1,59.1897590361446,32.1897590361446,12,15,1,22,1,1,2.2,101,28,93,34,18,35,44,17,28,logo65
6,5,6,7,6,5,5,6,7,6,6,3,7,7,2,7,6,7,7,7,2,3,3,1,2,6,6,1,1,5,4,2,1,2,3,4,1,3,1,4,2,3,1,3,7,6,7,6,2,7,1,7,1,2,7,1,2,7,1,3,3,0,-3,-3,-3,3,-3,3,118,55,22,33,76,24,30,22,-3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,17,0,1,0,2.35311572700297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,11.353115727003,5,1,5.35311572700297,2,22,1,1,2.89,104,33,85,37,19,32,42,19,27,logo66
3,3,5,5,3,5,5,5,4,5,3,3,4,5,3,2,5,5,5,5,3,4,4,3,5,5,5,2,4,5,5,2,4,5,6,6,4,4,4,3,7,4,5,5,4,6,5,4,6,4,6,4,5,5,5,6,4,5,5,3,2,2,3,3,1,0,1,2,83,83,46,37,98,30,38,30,14,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,8,2,3,2,4,3,2,2,2,2,3,1,3,2,2,2,4,1,2,2,2,2,3,3,2,2,1,4,3,2,2,2,0,3,0,0,3,2,2,2,2,2,1,2,2,1,94,52,22,20,2,22,2,1,3.3,70,22,61,23,15,26,31,15,19,logo67
4,4,7,7,3,5,7,6,4,4,7,4,5,5,3,6,5,6,5,7,2,3,7,3,3,6,7,5,4,6,2,2,2,4,2,4,4,2,2,4,7,5,5,6,4,7,7,3,3,4,4,3,3,3,6,7,4,7,4,3,2,2,3,3,-2,3,-2,3,104,74,41,33,95,29,37,29,12,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,17,1,2,1,2,1,4,4,2,3,2,1,4,2,0,0,2,1,0,1,2,3,3,2,2,2,2,2,1,2,3,1,2,2,2,2,1,3,2,1,.958702064896755,3,1,0,2,2,81.9587020648968,45.9587020648968,19,17,2,18,2,1,2.27,89,30,74,26,19,34,34,20,27,logo68
5,5,6,7,6,7,5,4,6,6,7,3,6,5,5,7,6,5,5,7,4,3,3,4,2,6,6,2,2,5,3,2,4,6,3,2,3,4,3,6,5,5,7,6,5,7,7,6,7,6,7,7,6,5,6,3,6,6,7,3,1,-2,2,-2,0,-2,-1,1,113,73,37,36,117,35,45,37,-3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,17,1,1,2,1,3,3,1,0,1,1,0,1,1,2,0,0,2,1,0,0,0,3,4,2,1,.818991097922849,1,3,1,1,0,0,0,2,2,2,2,1,0,0,2,1,0,0,2,51.8189910979228,35,8.81899109792285,8,2,21,1,1,3.82,98,33,80,31,19,35,38,17,29,logo69
5,5,6,6,4,5,7,6,5,5,5,4,4,6,3,5,5,6,5,6,4,2,4,4,3,6,5,4,2,5,3,3,3,4,4,3,3,4,3,3,5,4,5,5,4,5,6,4,4,6,3,4,4,4,4,4,2,4,5,4,3,3,3,3,3,3,3,3,103,72,38,34,86,24,37,25,24,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,13,1,1,1,3,2,3,2,1,2,2,1,1,1,1,2,1,1,2,3,0,1,2,1,1,3,1,1,1,2,1,0,1,2,2,1,2,0,1,1,2,1,2,0,0,2,62,40,12,10,2,21,1,1,3.46,87,27,76,30,17,32,37,18,25,logo70
5,5,6,6,6,5,7,6,5,7,5,5,6,5,6,6,5,5,6,5,3,3,4,2,2,6,6,3,2,5,4,2,3,2,4,4,2,3,2,5,5,5,2,5,6,4,7,4,4,5,3,7,2,3,5,3,2,7,5,4,-2,-2,-3,-3,-3,0,-2,-2,112,67,31,36,88,31,32,25,-17,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,15,1,2,1,1,2,1,1,0,1,1,0,1,1,2,1,2,1,1,1,1,1,1,0,1,1,0,1,2,0,1,1,0,1,2,0,1,2,1,1,1,1,1,1,0,2,45,24,12,9,2,20,1,1,3.8,94,26,86,33,16,35,41,17,26,logo71
