pil1_1,pil2_1,pil3_1,pil4_1,pil5_1,pil6_1,pil7_1,pil8_1,pil9_1,pil10_1,pil11_1,pil12_1,pil13_1,pil14_1,pil15_1,pil16_1,pil17_1,pil18_1,pil19_1,pil20_1,song1_1,song2_1,song3_1,song4_1,song5_1,song6_1,song7_1,song8_1,song9_1,song10_1,song11_1,song12_1,song13_1,song14_1,song15_1,song16_1,song17_1,song18_1,song19_1,song20_1,mist1_1,mist2_1,mist3_1,mist4_1,mist5_1,mist6_1,mist7_1,mist8_1,mist9_1,mist10_1,mist11_1,mist12_1,mist13_1,mist14_1,mist15_1,mist16_1,mist17_1,mist18_1,mist19_1,mist20_1,pq1_1,pq2_1,pq3_1,pq4_1,pq5_1,pq6_1,pq7_1,pq8_1,piltotal,songtot,songa,songb,misttot,mista,mistb,mistc,pqtotal,lpq1_1,lpq2_1,lpq3_1,lpq4_1,lpq5_1,lpq6_1,lpq7_1,lpq8_1,lpq9_1,lpq10_1,lpq11_1,lpq12_1,lpq13_1,lpq14_1,lpq15_1,lpq16_1,lpq17_1,lpq18_1,lpq19_1,lpq20_1,lpqtotal,oq1_1,op2_1,oq3_1,oq4_1,oq5_1,oq6_1,oq7_1,oq8_1,oq9_1,oq10_1,oq11_1,oq12_1,oq13_1,oq14_1,oq15_1,oq16_1,oq17_1,oq18_1,oq19_1,oq20_1,oq21_1,oq22_1,oq23_1,oq24_1,oq25_1,oq26_1,oq27_1,oq28_1,oq29_1,oq30_1,oq31_1,oq32_1,oq33_1,oq34_1,oq35_1,oq36_1,oq37_1,oq38_1,oq39_1,oq40_1,oq41_1,oq42_1,oq43_1,oq44_1,oq45_1,oqtotal,oqsd,oqir,oqsr,sex,years,ethnicit,religiou,grades,pilstarr,pil5,pil15,factor1,factor2,factor3,pilf1mf,pilf2mf,pilf3mf,userid
5,3,5,4,5,5,5,4,5,2,5,4,6,4,3,6,3,3,4,6,4,3,5,4,5,4,3,5,3,4,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,6,4,5,6,3,3,3,4,5,5,5,4,5,5,5,1,1,2,1,2,1,1,1,87,86,52,34,93,26,37,30,10,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,16,1,3,4,3,3,2,2,3,3,2,2,2,1,3,3,2,3,4,3,1,1,3,2,1,3,3,3,3,3,2,2,1,1,1,2,2,2,3,3,3,3,3,2,3,3,108,61,25,22,1,18,1,1,2.76,75,23,64,26,14,25,25,15,23,logo72
6,7,6,7,6,7,7,6,6,7,7,7,7,5,7,7,7,7,6,7,5,5,3,2,4,7,7,2,5,5,2,5,2,4,6,5,2,6,2,6,6,3,2,6,4,7,7,3,2,6,4,6,2,4,6,4,2,4,5,3,-3,0,-3,-3,-3,-3,-3,-3,132,85,38,47,86,27,34,25,-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,2,1,1,1,1,1,0,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,2,0,1,0,1,1,1,1,1,0,0,1,36,20,8,8,1,19,1,1,2.75,113,34,98,37,20,42,47,19,34,logo73
5,5,6,4,7,4,6,6,6,5,3,2,3,4,5,5,6,6,5,5,3,4,2,3,5,6,5,2,4,7,4,2,2,6,3,5,4,4,3,7,2,2,6,6,7,5,7,7,7,6,1,7,2,6,6,7,2,7,5,1,0,0,0,0,0,0,0,0,98,81,41,40,99,34,36,29,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,17,0,1,1,3,2,3,0,1,2,1,1,4,0,1,1,1,1,0,1,1,1,3,0,1,2,2,1,3,2,4,1,2,1,2,2,1,0,0,0,1,3,0,1,1,3,62,36,11,15,1,20,1,2,1.47,83,24,74,34,17,24,40,17,18,logo74
4,4,5,5,4,5,5,5,4,5,5,5,5,7,3,7,6,5,5,6,6,5,4,5,6,6,5,5,3,6,4,2,4,2,5,6,3,5,2,5,6,6,6,6,6,7,4,6,6,3,6,6,5,6,6,5,5,5,6,1,3,3,3,3,3,3,3,3,100,89,45,44,107,34,39,34,24,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,17,1,2,1,2,2,2,1,0,1,2,1,2,1,2,1,1,2,2,2,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,57,31,13,13,2,22,1,1,2.4,85,26,74,26,17,30,34,16,24,logo75
6,6,7,7,6,6,7,6,6,7,7,6,6,6,7,7,6,7,6,6,6,4,2,2,2,6,6,4,2,3,2,2,2,2,2,2,4,5,3,6,2,2,7,6,6,7,7,4,5,6,6,7,5,6,6,5,2,7,6,2,3,3,-3,-3,0,0,-3,3,128,67,31,36,104,37,38,29,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,2,1,1,1,0,1,2,0,0,0,1,0,0,1,1,1,0,1,25,15,4,6,1,19,1,1,3,108,32,96,36,19,40,45,19,32,logo76
6,6,5,7,6,7,1,5,6,6,5,6,6,6,5,3,6,6,7,5,6,5,4,6,2,6,7,5,2,5,3,2,2,6,6,5,6,4,6,6,6,7,6,6,7,7,4,7,7,5,7,5,5,7,7,7,5,7,7,1,3,3,3,3,0,0,0,3,110,94,49,45,120,40,43,37,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,19,0,1,0,2,1,1,0,1,0,1,4,0,0,3,1,1,0,2,1,1,0,1,1,1,1,2,0,1,1,0,0,1,1,1,1,0,0,4,0,0,0,0,0,1,1,38,19,7,12,2,19,1,1,3.35,98,29,81,36,16,32,38,15,31,logo77
6,5,6,7,6,6,7,6,6,7,7,5,4,5,7,6,6,3,4,6,3,4,3,3,5,5,6,2,2,5,2,2,2,4,2,2,5,4,3,5,7,4,5,7,6,7,7,7,7,6,6,7,5,7,6,2,1,7,7,1,-2,-2,-3,-3,-3,-3,-3,-3,115,69,37,32,112,35,44,33,-22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,18,1,4,2,4,2,2,2,2,2,2,2,0,1,2,2,2,2,1,0,1,0,2,1,1,0,1,4,3,0,0,1,2,1,1,0,3,3,1,0,2,0,2,1,0,2,67,41,14,12,2,18,1,1,3.75,96,32,83,33,18,39,38,18,31,logo78
6,7,7,7,6,7,7,7,7,7,7,6,6,7,4,7,7,7,6,7,6,4,4,4,3,3,3,1,2,5,2,2,1,2,4,3,2,5,2,4,4,5,5,6,4,7,7,6,6,6,4,6,4,5,5,5,5,6,6,3,0,0,3,3,0,0,3,0,132,62,29,33,105,31,39,35,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,19,1,1,0,2,2,1,0,0,0,0,0,2,0,2,0,1,0,0,1,1,0,2,0,0,2,2,1,2,1,0,0,0,0,1,0,1,1,2,1,1,0,0,1,1,1,34,14,8,12,1,19,1,1,3.2,114,35,97,39,21,41,47,21,33,logo79
5,6,5,6,5,6,6,5,6,7,7,5,6,6,6,7,6,6,6,5,3,5,4,2,3,3,6,3,2,5,3,3,4,2,4,4,3,5,4,5,7,6,5,6,5,6,6,7,6,6,5,6,5,6,5,7,4,6,4,3,2,-1,-2,-1,-1,-2,-2,-2,117,73,38,35,111,33,44,34,-9,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,17,0,2,1,2,1,2,1,0,1,1,0,1,0,2,0,1,0,1,0,1,1,2,1,1,0,0,0,2,1,1,1,0,0,1,0,1,2,2,1,0,0,1,2,1,1,39,18,9,12,1,20,1,1,3.1,99,30,87,33,16,37,42,15,29,logo80
6,6,7,6,6,6,7,5,6,7,6,5,5,5,5,7,6,6,6,6,3,3,2,2,4,6,6,4,2,6,2,1,2,2,4,6,2,4,2,6,7,6,6,6,6,6,6,5,5,6,6,7,5,6,6,3,4,6,6,2,3,3,3,3,-3,3,-2,2,119,69,28,41,110,34,43,33,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0,1,1,3,2,2,1,0,1,1,0,1,0,2,0,2,3,1,2,0,0,2,1,0,1,0,1,1,0,1,0,0,1,1,0,2,0,1,0,0,1,1,0,0,1,38,20,10,8,2,21,1,1,3.3,102,30,89,35,19,37,44,18,29,logo81
6,5,5,7,6,6,7,7,5,7,7,5,7,6,7,7,6,4,6,6,5,4,2,2,1,6,4,1,3,4,3,4,2,3,2,1,3,6,2,4,7,6,7,7,4,7,7,6,7,5,7,2,4,5,7,7,5,6,6,7,3,1,-1,-2,-1,0,-2,0,122,62,30,32,119,32,50,37,-2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,0,0,1,2,0,2,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,4,0,0,3,0,2,4,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,30,14,4,12,1,21,1,1,3.2,102,31,91,35,17,39,41,18,31,logo82
3,2,6,5,3,5,7,5,5,5,5,5,5,6,6,7,5,5,3,5,4,2,3,4,4,5,5,4,3,5,2,2,2,2,5,4,2,5,2,6,4,4,5,5,5,6,7,5,5,6,5,7,5,5,5,3,2,6,5,3,3,3,3,3,3,3,3,3,98,71,32,39,98,31,38,29,24,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,18,1,2,1,3,1,2,1,0,1,1,0,2,1,1,1,3,0,2,1,1,2,2,2,1,1,0,2,2,0,2,2,0,1,1,0,1,1,3,2,2,2,2,2,1,1,60,30,14,16,2,18,1,1,2.5,79,25,73,21,16,32,30,16,23,logo83
5,5,6,6,4,6,6,6,5,6,6,5,6,6,5,7,4,6,6,6,4,4,4,2,2,5,6,4,1,5,2,1,1,2,3,3,2,5,2,5,5,3,3,5,3,6,6,5,5,5,5,3,5,5,5,4,5,5,5,3,0,0,3,3,0,0,0,0,112,63,27,36,91,25,36,30,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0,1,1,0,1,0,3,0,2,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,29,13,7,9,1,19,1,1,1.6,95,27,85,31,16,35,37,18,28,logo84
6,5,5,7,5,7,7,5,5,6,7,5,7,5,4,7,6,5,5,5,4,4,6,3,6,5,6,2,2,5,2,3,2,2,6,3,2,4,4,4,6,5,5,5,4,7,7,5,5,6,4,4,4,4,5,5,4,6,5,3,-3,-3,-3,-3,0,0,0,-3,114,75,38,37,99,28,39,32,-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,19,0,1,1,1,1,1,1,0,1,1,0,2,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,2,0,1,31,14,10,7,2,22,2,1,2.9,98,30,84,31,16,39,39,15,32,logo85
4,3,5,5,3,4,6,5,4,5,5,3,7,7,5,2,4,5,4,5,4,6,3,5,5,4,6,6,4,5,3,3,5,2,5,7,5,3,4,4,5,4,6,6,6,7,7,5,6,5,6,7,5,6,6,6,6,7,5,1,0,0,3,3,2,2,3,3,91,89,51,38,112,37,39,36,16,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,12,1,2,2,3,3,3,1.22686567164179,1,1,2,0,2,2,1,2,3,1.02089552238806,3,1,1,0,2,1,2,1,3,2,3,1,1,2,0,1,3,0,3,2,2,0,1,2,2,1,0,1,71.2477611940298,42,18.2477611940298,11,2,18,1,1,3.75,73,23,68,23,14,28,30,15,21,logo86
3,3,6,6,5,4,5,4,3,3,3,3,5,5,5,2,4,3,4,4,6,5,6,7,7,7,7,7,6,6,2,6,6,5,6,5,6,2,4,6,2,3,2,5,2,3,2,2,3,1,2,6,2,3,5,2,4,5,3,4,2,2,2,2,1,-1,-1,-3,80,112,67,45,61,20,23,18,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,2,3,3,3,4,3,4,2,3,2,1,3,3,1,3,1,3,4,3,3,2,3,3,3,4,2,3,4,3,2,3,4,3,4,0,4,4,2,3,3,3,3,4,2,3,128,72,32,24,1,18,1,1,3.5,65,20,60,22,14,24,27,14,19,logo87
5,5,6,7,4,6,7,7,6,6,7,4,5,6,4,7,6,6,4,7,5,3,4,2,2,5,5,3,1,4,3,2,1,5,4,4,1,7,1,5,6,4,6,4,4,7,7,5,5,4,7,4,4,5,5,6,4,6,4,4,0,0,-3,-1,0,0,-1,1,115,67,28,39,101,31,38,32,-4,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,16,0,2,1,3,2,2,1,0,1,1,0,2,1,1,1,1,0,1,1,1,2,2,0,0,0,1,1,2,1,0,1,0,1,2,0,1,1,3,0,0,1,0,1,0,1,43,22,8,13,2,19,1,1,2.3,98,33,82,31,19,37,38,20,29,logo88
5,4,6,7,6,6,6,5,5,6,6,4,6,4,4,7,6,6,5,6,6,6,4,4,4,6,6,4,2,6,4,5,4,4,5,7,4,4,4,5,5,5,6,6,5,7,7,6,6,6,6,6,5,5,6,6,5,6,7,1,-1,-1,-2,-3,-2,-2,-1,-3,110,94,49,45,112,36,41,35,-15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,16,0,1,0,2,1,1,1,0,1,1,1,1,0,2,1,3,2,2,1,1,0,2,0,0,1,1,1,1,0,1,1,1,1,2,0,0,2,1,0,0,0,0,0,0,1,38,16,14,8,2,18,1,1,2.7,96,30,80,30,18,35,39,17,28,logo89
5,5,5,5,5,6,6,5,5,6,5,3,6,5,3,7,5,5,5,5,2,3,4,2,3,5,5,2,2,4,3,2,2,3,2,2,2,2,5,4,5,5,5,6,2,5,7,3,5,5,5,5,3,5,6,6,3,6,5,2,1,0,2,2,-2,0,0,-1,102,59,33,26,94,29,35,30,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,16,1,1,1,3,2,1,0,0,1,1,1,1,1,2,1,2,0,1,1,1,2,2,1,1,1,0,1,2,2,1,1,0,1,2,0,2,1,2,1,0,1,1,1,0,1,49,27,9,13,2,19,1,1,3.3,88,25,77,30,15,31,37,15,24,logo90
5,5,4,7,5,7,7,5,5,7,5,3,7,7,1,6,7,7,3,5,6,7,4,4,4,7,7,7,4,6,4,6,2,4,2,3,6,5,7,7,6,4,6,7,3,6,7,1,7,5,7,7,2,4,7,1,4,7,7,7,3,-3,-3,-3,-3,0,-3,-3,108,102,59,43,105,32,41,32,-15,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,15,0,2,1,2,3,2,2,0,0,2,0,2,1,2,0,2,0,2,1,1,0,2,0,0,1,2,2,0,0,0,0,2,2,1,0,2,3,2,0,0,3,0,0,0,0,47,24,13,10,2,22,1,1,2.5,93,29,79,28,16,36,41,14,27,logo91
3,5,5,5,5,5,6,5,4,4,3,4,5,7,7,5,4,5,5,3,5,2,4,6,5,5,7,6,7,6,4,3,4,4,6,5,4,5,2,7,6,7,7,6,4,7,1,2,4,2,5,4,4,4,3,2,2,4,3,4,-3,-3,-3,-3,-3,-3,-3,-3,95,97,51,46,81,22,34,25,-24,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,11,0,2,1,4,3,2,1,0,0,1,0,2,1,4,2,4,1,1,2,2,2,4,2,1,3,4,1,1,2,1,1,1,1,2,1,1,2,4,2,2,4,2,0,2,1,80,40,18,22,1,19,1,1,2.5,75,19,76,27,12,27,34,13,20,logo92
5,4,7,6,4,5,6,6,6,6,5,5,5,4,5,6,5,6,6,5,4,5,5,5,5,4,6,2,2,6,4,3,2,3,6,5,3,4,4,4,6,4,4,4,4,6,4,4,4,5,3,4,4,4,5,4,2,4,4,3,2,0,2,2,0,0,0,0,107,82,43,39,82,23,35,24,6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,18,0,2,2,3,3,2,1,0,1,1.18975903614458,0,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,1,0,1,1,1,2,2,0,1,1,1,1,0,2,2,1,1,2,52.1897590361446,30.1897590361446,10,12,2,19,1,1,2,92,27,80,31,17,33,37,18,26,logo93
5,5,5,7,3,6,7,5,6,7,6,6,4,6,4,5,3,3,5,6,5,5,5,5,5,4,3,5,5,5,4,5,4,4,5,5,4,5,5,2,4,3,6,6,2,2,3,2,6,2,6,2,6,6,6,2,2,6,7,1,0,-1,-1,-1,0,-1,1,0,104,90,56,34,80,25,33,22,-3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,0,2,1,4,3,2,1,1,1,2,1,3,1,1,2,4,0,2,0,2,1,1,2,3,3,2,1,2,3,2,4,1,2,3,1,2,1,1,1,1,2,3,2,1,4,82,51,16,15,2,19,1,1,2.5,87,28,76,29,14,39,33,16,30,logo94
5,5,6,7,5,7,6,5,5,5,5,5,7,6,4,7,5,6,6,5,5,3,4,5,5,5,6,1,1,5,4,4,2,4,4,2,4,4,4,4,5,5,4,5,5,7,7,5,5,5,5,4,5,5,5,5,5,5,6,3,3,3,3,3,0,0,0,3,112,76,41,35,101,30,37,34,15,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,17,0,1,1,2,2,2,1,0,2,2,0,2,1,1,1,1,0,2,2,0,1,3,2,1,1,0,1,2,2,0,0,0,1,1,1,1,3,1,1,1,1,2,2,2,2,55,32,11,12,2,18,1,1,2.4,96,27,85,31,16,35,38,16,29,logo95
5,5,4,5,3,5,6,3,4,6,4,2,3,6,3,2,5,3,3,4,5,6,6,5,5,6,5,5,4,5,6,5,6,5,4,7,3,2,4,5,5,3,6,5,6,6,4,6,6,4,5,4,4,5,5,2,2,4,5,2,1,1,-2,3,-2,2,2,2,81,99,60,39,89,26,37,26,7,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,9,1,3,2,3,2,3,3,2,3,2,1,2,1,1,2,4,3,3,3,0,4,0,1,1,4,3,2,3,3,3,2,4,4,4,1,3,3,3,2,4,1,3,1,2,3,108,57,27,24,2,18,1,1,3.2,66,22,59,23,13,28,31,11,21,logo96
6,5,4,6,5,7,7,5,7,6,5,5,6,7,3,6,6,6,5,5,5,4,5,4,4,5,6,3,4,5,2,2,3,4,3,4,2,5,5,5,5,3,5,5,5,6,6,6,6,5,3,3,3,5,4,3,5,3,4,5,0,0,2,0,-1,2,0,0,112,80,42,38,90,21,38,31,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,18,1,2,1,2,3,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,3,2,2,1,1,2,3,1,1,2,1,1,2,0,1,3,2,1,1,1,2,1,1,1,68,39,15,14,2,19,1,1, ,95,29,83,33,15,36,40,14,29,logo97
6,5,6,7,5,4,6,5,5,5,6,5,7,5,5,7,6,5,5,6,5,5,3,3,2,6,7,2,4,6,2,2,2,2,3,3,2,5,2,6,6,4,4,5,4,6,6,5,4,6,2,4,3,4,5,7,3,7,3,4,2,2,2,2,-2,2,-2,2,111,72,31,41,92,27,38,27,8,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,0,2,1,2.35311572700297,1,1,0,0,1,1,0,1,0,1,1,2,0,1,1,1,2,2,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,37.353115727003,21,7,9.35311572700297,2,22,2,1,3,95,30,81,31,18,33,37,17,28,logo98
5,5,7,6,4,6,6,6,6,6,6,5,5,4,3,5,6,4,6,6,6,5,4,4,5,4,6,6,2,5,5,4,4,6,5,5,4,5,4,6,5,6,6,5,4,7,3,5,5,4,5,5,6,6,5,5,5,6,6,3,0,0,0,-1,-1,-1,-1,-1,107,95,53,42,102,31,39,32,-5,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,16,0,3,2,3,3,3,1,0,3,3,0,2,1,3,2,3,0,2,2,0,2,4,1,0,2,2,2,1,3,1,1,1,3,2,0,3,0,1,1,2,2,2,0,2,3,77,50,11,16,2,18,1,1,3.6,94,30,77,32,19,35,37,19,28,logo99
3,7,7,7,7,6,7,5,5,7,6,5,5,7,7,4,7,7,4,5,5,6,4,5,4,6,7,3,2,6,4,2,2,4,6,7,4,6,4,7,6,6,7,5,5,7,4,7,6,4,7,4,5,6,6,3,5,5,7,7,-3,-3,-3,-3,-3,-3,-3,-1,118,94,44,50,112,31,47,34,-22,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,17,1,2,2,2,2,2,1,1,1,2,2,1,1,1,3,0,1,2,0,0,2,1,1,1,2,2,2,3,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,71,43,11,17,1,19,1,1, ,97,30,88,31,19,38,46,17,27,logo100
6,5,7,6,5,5,7,6,5,6,6,5,6,7,5,5,6,6,5,6,6,5,4,7,4,7,7,4,3,5,2,4,2,4,7,6,4,4,3,7,5,4,4,6,3,7,6,5,4,6,6,6,2,5,7,6,1,6,7,2,2,2,2,2,2,2,1,2,115,95,46,49,98,34,37,27,15,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,16,1,2,2,3,2,2,3,1,1,1,0,1,2,3,1,2,2,2,1,1,1,2,1,1,1,0,1,1,0,1,1,0,0,1,0,2,2,1,1,0,1,2,3,0,2,58,29,18,11,2,19,1,1,3.6,96,29,86,32,19,35,40,19,28,logo101
5,5,6,6,5,7,6,5,5,6,7,2,7,4,2,2,4,2,6,5,6,6,4,5,4,4,7,4,4,5,2,4,3,3,2,2,4,2,2,5,4,4,5,6,2,7,4,6,6,2,5,6,2,5,7,4,1,4,7,1,0,0,-3,-2,0,0,0,-1,97,78,45,33,88,28,33,27,-6,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,16,1,1,1,3,1,3,1,1,1,2,0,2,1,1,0,2,1,1,2,0,0,2,1,0,3,0,1,1,0,1,1,0,1,2,0,2,2,1,1,0,1,1,1,0,2,49,28,12,9,2,19,1,1, ,85,27,70,31,15,34,34,16,27,logo102
5,6,5,6,5,6,7,6,6,6,6,7,6,6,7,4,6,5,5,5,3,3,4,3,4,6,6,3,2,3,4,4,3,3,3,2,3,4,3,3,7,5,6,6,6,6,7,6,7,5,7,5,3,6,6,7,4,7,4,2,3,3,2,2,2,2,0,0,115,69,39,30,112,36,41,35,14,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,0,2,1,2,2,2,2,0,0,0,0,1,1,1,2,1,0,2,2,2,1,3,1,2,1,1,3,0,0,0,2,0,0,0,0,1,2,2,0,0,1,1,1,0,3,48,28,13,7,2,18,1,1,2.7,95,29,86,33,16,38,40,16,30,logo103
5,5,5,6,5,7,7,5,6,5,5,4,5,5,1,6,6,5,6,5,4,5,3,7,7,6,7,4,4,5,2,5,4,3,4,4,3,6,3,7,2,3,7,7,4,5,3,7,7,2,7,3,4,7,7,4,4,5,7,2,0,0,1,0,0,0,3,3,104,93,50,43,97,30,38,29,7,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,14,0,2,1,3,3,1,3,0,1,3,1,3,0,1,1,1,3,2,2,0,0,4,1,0,1,2,1,4,2,1,0,2,1,1,0,1,2,3,2,1,4,1,0,0,1,66,32,16,18,1,18,1,1,3.25,91,28,76,32,16,34,39,15,27,logo104
5,5,6,7,6,7,7,4,6,5,6,6,5,4,6,7,7,6,5,6,5,4,3,5,2,7,7,2,2,4,2,2,2,5,6,2,3,7,2,6,6,6,7,6,6,6,6,6,7,5,4,4,6,5,7,7,7,5,5,1,3,0,3,3,-3,-1,-2,-1,116,78,34,44,112,31,44,37,2,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,16,0,2,2,2,3,1,0,0,1,1,0,2,1,1,1,2,0,3,1,1,0,2,1,1,1,0,1,2,0,1,1,0,1,1,0,1,1,2,1,0,1,2,1,1,1,47,26,10,11,2,19,1,1,3.4,99,32,84,31,19,38,41,16,31,logo105
5,6,6,6,6,6,6,6,7,7,7,6,6,6,6,7,6,6,6,6,4,4,4,3,2,5,5,2,2,5,2,2,2,2,5,3,4,4,2,6,4,5,2,6,6,5,6,6,6,3,2,6,6,6,6,3,3,4,5,2,1,1,2,2,-2,-2,-2,-2,123,68,31,37,92,26,35,31,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0,1,1,1,1,1,1,0,1,0,1,0,0,2,1,1,1,1,1,0,1,2,0,0,0,1,1,2,1,1,1.01186943620178,1,0,1,0,1,0,1,1,1,1,0,0,0,1,33.0118694362018,17.0118694362018,7,9,1,21,1,1,3.7,105,32,91,36,18,38,43,18,30,logo106
4,5,7,6,6,4,7,5,6,6,7,3,7,2,3,7,6,1,6,6,7,4,5,5,5,6,6,5,4,6,4,6,3,6,6,6,5,5,2,6,6,5,5,6,5,7,6,7,6,5,6,1,6,6,5,2,4,7,4,2,3,3,3,3,0,0,3,3,104,102,54,48,101,25,42,34,18,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,14,1,2,0,4,2,2,1,0,2,3,0,1,1,4,1,3,4,3,1,0,0,1,1,1,3,0,1,0,0,1,1,0,2,2,0,2,3,0,1,2,1,2,3,1,1,64,33,20,11,1,19,1,1,4,92,31,73,32,19,33,37,18,24,logo107
5,4,6,6,3,4,6,5,5,5,2,4,5,6,6,2,5,6,5,4,2,4,2,2,2,4,7,1,3,3,2,2,2,4,2,2,2,3,4,2,5,3,3,5,5,7,7,6,5,3,5,7,5,5,7,6,2,7,5,3,-3,0,2,3,2,2,1,2,94,55,30,25,101,35,37,29,9,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,11,1,3,2,3,3,3,2,2,1,2,1,3,2,2,2,1,1,2,1,1,1,2,3,2,1,1,2,3,3,1,2,1,2,2,0,2,2,3,1,3,0,2,2,1,1,81,48,15,18,2,19,1,1,3.37,76,22,72,27,15,27,34,15,21,logo108
5,5,6,5,5,5,7,5,4,5,3,3,6,7,5,3,6,5,5,5,5,5,4,7,5,7,7,5,6,6,4,4,6,4,7,7,6,4,5,7,3,5,3,5,5,7,5,3,5,3,5,4,3,5,6,6,5,6,6,2,2,2,-3,-3,0,0,-2,2,100,111,61,50,92,32,28,32,-2,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,13,1,2,1,3,2,1,1,1,1,1,0,2,2,3,2,3,0,2,1,2,1,2,2,2,1,0,1,0,1,1,2,0,2,0,0,1,3,1,0,1,1,2,2,1,1,59,32,16,11,2,21,1,1,3.64,81,23,77,29,17,28,38,16,21,logo109
5,5,6,6,5,6,7,5,6,7,6,6,7,6,3,7,6,6,6,6,3,3,2,3,2,6,6,7,3,5,2,2,3,1,4,2,1,1,4,3,6,6,6,7,6,7,7,7,6,6,6,6,5,6,6,6,6,7,6,1,3,3,3,3,-3,-2,-3,-3,117,63,33,30,119,37,44,38,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,17,1,2,1,2,3,1,0,0,0,0,0,1,0,1,0,3,0,2,1,0,0,0,1,0,1,0,2,1,1,0,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,30,17,7,6,2,22,1,1,3.47,101,30,87,32,18,38,42,17,29,logo110
